category_round_id,round_name,score,ascents,athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name,starting_group,speed_elimination_stages
2575,Semi-Final,31+,,1130,24.0,Katja,DEBEVEC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,20+  24.  |  39+  20. [23.92],,6138,25.0,Jera,LENARDIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2575,Semi-Final,30+,,6138,25.0,Jera,LENARDIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,24+  19.  |  23   33. [25.69],,6235,26.0,Eilleen,JUBES ANGARITA,,,ESP,12,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2575,Semi-Final,28+,,6235,26.0,Eilleen,JUBES ANGARITA,,,ESP,12,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,24+  19.  |  25+  29. [24.08],,3110,27.0,Denise,BERTRAM,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2575,Semi-Final,25 ,,3110,27.0,Denise,BERTRAM,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,20+  24.  |  37+  26. [26.00],,859,28.0,Andrea,EBNER,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,20+  24.  |  33+  27. [26.50],,6272,29.0,Mona,KELLNER,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,11   34.  |  39+  20. [27.35],,848,30.0,Jenny,LAVARDA,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,16+  30.  |  38+  25. [28.06],,75,31.0,Ekaterina,NOVITSKAIA,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,20+  24.  |  23+  31. [28.62],,6222,32.0,Sakiko,OSAWA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,16+  30.  |  23+  31. [31.50],,6240,33.0,Giulia,ALTON,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,16+  30.  |  8+  35. [33.20],,2294,34.0,Miho,NONAKA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
2574,Qualification,8+  35.  |  18+  34. [34.50],,6273,35.0,Anastasia,KARKAVINA,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,,[]
3064,Qualification,Top  1.  |  32+  8. [6.63],,1224,1.0,Magdalena,RÖCK,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,Top,,1224,1.0,Magdalena,RÖCK,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,50+,,1224,1.0,Magdalena,RÖCK,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  Top  1. [2.35],,2035,2.0,Jain,KIM,,,KOR,21,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,Top,,2035,2.0,Jain,KIM,,,KOR,21,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,49 ,,2035,2.0,Jain,KIM,,,KOR,21,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  35+  4. [4.69],,1226,3.0,Jessica,PILZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,49+,,1226,3.0,Jessica,PILZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,44+,,1226,3.0,Jessica,PILZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  38+  2. [3.32],,315,4.0,Anak,VERHOEVEN,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,47+,,315,4.0,Anak,VERHOEVEN,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,44+,,315,4.0,Anak,VERHOEVEN,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  33+  6. [5.98],,1122,5.0,Mina,MARKOVIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,Top,,1122,5.0,Mina,MARKOVIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,40 ,,1122,5.0,Mina,MARKOVIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  29   15. [9.08],,2267,6.0,Risa,OTA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,46+,,2267,6.0,Risa,OTA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,39+,,2267,6.0,Risa,OTA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  35   5. [5.24],,1724,7.0,Delaney,MILLER,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,49 ,,1724,7.0,Delaney,MILLER,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,35+,,1724,7.0,Delaney,MILLER,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  29+  13. [8.62],,49,8.0,Evgeniia,MALAMID,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,46+,,49,8.0,Evgeniia,MALAMID,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3066,Final,32+,,49,8.0,Evgeniia,MALAMID,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,39+  15.  |  32   9. [12.45],,455,9.0,Hélène,JANICOT,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,45+,,455,9.0,Hélène,JANICOT,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,41+  13.  |  28+  16. [16.22],,848,10.0,Jenny,LAVARDA,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,45 ,,848,10.0,Jenny,LAVARDA,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,42   12.  |  33+  6. [8.83],,456,11.0,Mathilde,BECERRA,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,44+,,456,11.0,Mathilde,BECERRA,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,38+  17.  |  30+  12. [14.28],,466,12.0,Julia,CHANOURDIE,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,42+,,466,12.0,Julia,CHANOURDIE,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  32   9. [7.42],,68,13.0,Dinara,FAKHRITDINOVA,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,41+,,68,13.0,Dinara,FAKHRITDINOVA,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,32   19.  |  29+  13. [16.02],,1751,14.0,Claire,BUHRFEIND,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,41+,,1751,14.0,Claire,BUHRFEIND,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,39+  15.  |  36+  3. [6.82],,1222,15.0,Katharina,POSCH,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,41 ,,1222,15.0,Katharina,POSCH,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31   27.  |  28+  16. [23.37],,3247,16.0,Rebekka,STOTZ,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,40+,,3247,16.0,Rebekka,STOTZ,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,Top  1.  |  32   9. [7.42],,2263,17.0,Momoka,ODA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,36+,,2263,17.0,Momoka,ODA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,42+  11.  |  28+  16. [14.65],,1210,18.0,Christine,SCHRANZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,35+,,1210,18.0,Christine,SCHRANZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  22+  27. [25.38],,860,19.0,Claudia,GHISOLFI,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,34+,,860,19.0,Claudia,GHISOLFI,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,30   31.  |  28+  16. [24.59],,1130,20.0,Katja,DEBEVEC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,33+,,1130,20.0,Katja,DEBEVEC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31   27.  |  28+  16. [23.37],,485,21.0,Solène,AMOROS,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,31+,,485,21.0,Solène,AMOROS,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  25   25. [23.98],,1202,22.0,Barbara,BACHER,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,31+,,1202,22.0,Barbara,BACHER,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,41+  13.  |  22+  27. [19.44],,4323,23.0,Solveig,KORHERR,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,27+,,4323,23.0,Solveig,KORHERR,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  24+  26. [24.45],,1232,24.0,Hannah,SCHUBERT,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,27+,,1232,24.0,Hannah,SCHUBERT,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  28+  16. [21.18],,859,25.0,Andrea,EBNER,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,23 ,,859,25.0,Andrea,EBNER,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,30+  30.  |  28+  16. [24.19],,3060,26.0,Tina Johnsen,HAFSAAS,,,NOR,39,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3065,Semi-Final,21+,,3060,26.0,Tina Johnsen,HAFSAAS,,,NOR,39,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,26+  38.  |  28+  16. [27.40],,6138,27.0,Jera,LENARDIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,32+  18.  |  12+  40. [27.66],,3580,28.0,Nikki,VAN BERGEN,,,NED,50,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  19+  32. [28.17],,3254,29.0,Andrea,KÜMIN,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  19+  32. [28.17],,6033,29.0,Federica,MINGOLLA,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,27   37.  |  27   24. [29.80],,321,31.0,Celine,CUYPERS,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,28+  32.  |  22+  27. [30.63],,1718,32.0,Michaela,KIERSCH,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31+  20.  |  12+  40. [31.26],,1369,33.0,Iva,ONDRA,,,CZE,17,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,28+  32.  |  20+  30. [31.70],,3130,34.0,Katherine,CHOONG,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,28+  32.  |  19+  32. [34.00],,3888,35.0,Alina,RING,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,31   27.  |  12+  40. [34.50],,1752,36.0,Grace,MCKEEHAN,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,26+  38.  |  20   31. [34.55],,4926,37.0,Irati,ANDA VILLANUEVA,,,ESP,12,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,27+  36.  |  19+  32. [35.24],,642,38.0,Molly,THOMPSON-SMITH,,,GBR,11,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,26   40.  |  19+  32. [37.38],,1377,39.0,Eliska,VLCKOVA,,,CZE,17,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,28+  32.  |  12+  40. [37.73],,6342,40.0,Elena,BONAPACE,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,23+  43.  |  19+  32. [38.96],,2051,41.0,Seunghyun,KIM,,,KOR,21,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,26   40.  |  16+  39. [39.74],,2843,42.0,Karina,MIROSLAW,,,POL,36,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,23+  43.  |  19   38. [40.89],,6344,43.0,Zuriñe,ARRUE TOBAR,,,ESP,12,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,24+  42.  |  12+  40. [42.25],,6356,44.0,Magdalena,PÖLL,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,23+  43.  |  12+  40. [43.24],,6345,45.0,Marta,PALOU CAROL,,,ESP,12,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3064,Qualification,20+  46.  |  5+  46. [46.00],,1374,46.0,Veronika,SCHEUEROVA,,,CZE,17,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,,[]
3462,Qualification,36+  5.  |  Top  1. [4.58],,1122,1.0,Mina,MARKOVIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,55+,,1122,1.0,Mina,MARKOVIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,55 ,,1122,1.0,Mina,MARKOVIC,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,Top  1.  |  Top  1. [2.96],,1147,2.0,Janja,GARNBRET,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,Top,,1147,2.0,Janja,GARNBRET,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,54+,,1147,2.0,Janja,GARNBRET,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,Top  1.  |  Top  1. [2.96],,1226,3.0,Jessica,PILZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,55+,,1226,3.0,Jessica,PILZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,52+,,1226,3.0,Jessica,PILZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,34+  8.  |  Top  1. [5.45],,455,4.0,Hélène,JANICOT,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,48+,,455,4.0,Hélène,JANICOT,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,51+,,455,4.0,Hélène,JANICOT,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  46   12. [14.20],,2251,5.0,Yuka,KOBAYASHI,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,45+,,2251,5.0,Yuka,KOBAYASHI,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,38 ,,2251,5.0,Yuka,KOBAYASHI,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,36+  5.  |  47   7. [6.93],,1139,6.0,Tjasa,KALAN,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,47+,,1139,6.0,Tjasa,KALAN,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,35 ,,1139,6.0,Tjasa,KALAN,,,SLO,15,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  44   15. [15.50],,1210,7.0,Christine,SCHRANZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,48+,,1210,7.0,Christine,SCHRANZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,16+,,1210,7.0,Christine,SCHRANZ,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,Top  1.  |  Top  1. [2.96],,315,8.0,Anak,VERHOEVEN,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,55+,,315,8.0,Anak,VERHOEVEN,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3464,Final,15 ,,315,8.0,Anak,VERHOEVEN,,,BEL,9,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  44   15. [15.50],,2671,9.0,Kajsa,ROSEN,,,SWE,32,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,45+,,2671,9.0,Kajsa,ROSEN,,,SWE,32,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  46   12. [17.85],,466,10.0,Julia,CHANOURDIE,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,45+,,466,10.0,Julia,CHANOURDIE,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  41   24. [19.49],,1724,11.0,Delaney,MILLER,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,45 ,,1724,11.0,Delaney,MILLER,,,USA,20,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,Top  1.  |  46   12. [5.70],,2035,12.0,Jain,KIM,,,KOR,21,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,2035,12.0,Jain,KIM,,,KOR,21,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,33   11.  |  Top  1. [6.20],,2267,13.0,Risa,OTA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,2267,13.0,Risa,OTA,,,JPN,25,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  47   7. [11.14],,1222,14.0,Katharina,POSCH,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,1222,14.0,Katharina,POSCH,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  47   7. [14.00],,467,15.0,Salomé,ROMAIN,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,467,15.0,Salomé,ROMAIN,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32   20.  |  46+  10. [14.49],,456,16.0,Mathilde,BECERRA,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,456,16.0,Mathilde,BECERRA,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,33+  10.  |  35+  29. [17.18],,860,17.0,Claudia,GHISOLFI,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,860,17.0,Claudia,GHISOLFI,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  42+  21. [23.22],,1486,18.0,Ievgeniia,KAZBEKOVA,,,UKR,18,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,44+,,1486,18.0,Ievgeniia,KAZBEKOVA,,,UKR,18,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  43   19. [17.39],,1232,19.0,Hannah,SCHUBERT,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,39+,,1232,19.0,Hannah,SCHUBERT,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  38   26. [20.07],,68,20.0,Dinara,FAKHRITDINOVA,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,34 ,,68,20.0,Dinara,FAKHRITDINOVA,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,34+  8.  |  41   24. [14.43],,848,21.0,Jenny,LAVARDA,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,28+,,848,21.0,Jenny,LAVARDA,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,30   32.  |  43+  17. [23.66],,3247,22.0,Rebekka,STOTZ,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,28+,,3247,22.0,Rebekka,STOTZ,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,36+  5.  |  46+  10. [7.94],,3580,23.0,Nikki,VAN BERGEN,,,NED,50,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,27+,,3580,23.0,Nikki,VAN BERGEN,,,NED,50,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  43+  17. [20.71],,1224,24.0,Magdalena,RÖCK,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,27+,,1224,24.0,Magdalena,RÖCK,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,32+  12.  |  34   33. [22.62],,891,25.0,Asja,GOLLO,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,27+,,891,25.0,Asja,GOLLO,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,29+  33.  |  43   19. [25.37],,3130,26.0,Katherine,CHOONG,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3463,Semi-Final,27+,,3130,26.0,Katherine,CHOONG,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  36+  28. [26.19],,49,27.0,Evgeniia,MALAMID,,,RUS,7,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  35+  29. [26.88],,442,28.0,Alizée,DUFRAISSE,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,27+  34.  |  42+  21. [27.55],,1202,29.0,Barbara,BACHER,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  35   31. [27.56],,1369,30.0,Iva,ONDRA,,,CZE,17,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,31+  21.  |  34+  32. [28.00],,1239,31.0,Julia,FISER,,,AUT,16,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,26   40.  |  42+  21. [29.85],,457,32.0,Nolwen,BERTHIER,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,30+  29.  |  32+  34. [31.94],,3984,33.0,Netta,FREDMAN,,,ISR,60,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,26   40.  |  37+  27. [33.07],,3426,34.0,Anne-sophie,KOLLER,,,SUI,8,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,30+  29.  |  31+  36. [33.99],,3060,35.0,Tina Johnsen,HAFSAAS,,,NOR,39,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,30+  29.  |  29+  42. [35.71],,539,36.0,Léa,MARIGO,,,FRA,10,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,27+  34.  |  31+  36. [36.45],,3110,37.0,Denise,BERTRAM,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,26+  37.  |  32   35. [36.47],,4251,38.0,Chiara Maria,CLOSTERMANN,,,GER,6,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,27   36.  |  31+  36. [37.23],,859,39.0,Andrea,EBNER,,,ITA,13,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
3462,Qualification,26+  37.  |  31+  36. [38.25],,2666,40.0,Katrin,AMANN,,,SWE,32,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,,[]
