category_round_id,round_name,score,ascents,athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name,starting_group,speed_elimination_stages
3090,Qualification,38+  10.  |  38+  16. [13.47],,1202,14.0,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,32+,,1202,14.0,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,38   13.  |  41+  10. [13.19],,2047,15.0,Sol,SA,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,31+,,2047,15.0,Sol,SA,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,41+  7.  |  48   5. [6.32],,2267,16.0,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,28+,,2267,16.0,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,37+  17.  |  41+  10. [14.28],,3984,17.0,Netta,FREDMAN,,,ISR,60,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,28+,,3984,17.0,Netta,FREDMAN,,,ISR,60,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,33+  20.  |  24+  20. [20.49],,2050,18.0,Solah,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,20 ,,2050,18.0,Solah,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,26   21.  |  23+  23. [21.98],,3925,19.0,Puntarika,TUNYAVANICH,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,8+,,3925,19.0,Puntarika,TUNYAVANICH,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,22+  23.  |  19+  25. [24.48],,6362,20.0,Mihyeon,HWANG,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,8+,,6362,20.0,Mihyeon,HWANG,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,22   25.  |  20+  24. [24.74],,2051,21.0,Seunghyun,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,8+,,2051,21.0,Seunghyun,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,23   22.  |  27+  19. [20.45],,6211,22.0,Anastasiia,SAMOILINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,8 ,,6211,22.0,Anastasiia,SAMOILINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,21   27.  |  24+  20. [23.81],,3928,23.0,Pratthana,RAKSACHAT,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,8 ,,3928,23.0,Pratthana,RAKSACHAT,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,36+  18.  |  36+  18. [18.00],,2053,24.0,Haimi,CHO,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,5+,,2053,24.0,Haimi,CHO,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,35+  19.  |  24+  20. [19.97],,2055,25.0,Minseon,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,5+,,2055,25.0,Minseon,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,22+  23.  |  19   27. [25.65],,3926,26.0,Watchareewan,TOMAS,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3091,Semi-Final,5+,,3926,26.0,Watchareewan,TOMAS,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,18+  28.  |  19+  25. [27.19],,4998,27.0,Hyojung,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,22   25.  |  18+  30. [27.66],,3927,28.0,Pankaew,PLYPOOLSUP,,,THA,59,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,18+  28.  |  19   27. [28.50],,6363,29.0,Eunkyung,NAM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,12+  32.  |  19   27. [29.93],,2067,30.0,Jiyeon,JEON,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,18+  28.  |  11+  31. [30.22],,6364,31.0,Minjung,JUNG,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
3090,Qualification,17   31.  |  11+  31. [31.25],,6213,32.0,Woonwha,JEONG,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,2035,1.0,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,Top,,2035,1.0,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,Top,,2035,1.0,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,1224,2.0,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,Top,,1224,2.0,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,32+,,1224,2.0,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,2263,3.0,Momoka,ODA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,Top,,2263,3.0,Momoka,ODA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,32+,,2263,3.0,Momoka,ODA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,1122,4.0,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,Top,,1122,4.0,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,32+,,1122,4.0,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,455,5.0,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,39 ,,455,5.0,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,32+,,455,5.0,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,68,6.0,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,Top,,68,6.0,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,31 ,,68,6.0,Dinara,FAKHRITDINOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,1222,7.0,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,38+,,1222,7.0,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,27+,,1222,7.0,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,58,8.0,Yana,CHERESHNEVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,39+,,58,8.0,Yana,CHERESHNEVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2598,Final,27 ,,58,8.0,Yana,CHERESHNEVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,44   18.  |  Top  1. [14.07],,4916,9.0,Mathilde,BRUMAGNE,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,36+,,4916,9.0,Mathilde,BRUMAGNE,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,848,10.0,Jenny,LAVARDA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,35+,,848,10.0,Jenny,LAVARDA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,2251,11.0,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,34+,,2251,11.0,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,49,11.0,Evgeniia,MALAMID,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,34+,,49,11.0,Evgeniia,MALAMID,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,1202,13.0,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,32+,,1202,13.0,Barbara,BACHER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,6211,13.0,Anastasiia,SAMOILINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,32+,,6211,13.0,Anastasiia,SAMOILINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,3580,13.0,Nikki,VAN BERGEN,,,NED,50,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,32+,,3580,13.0,Nikki,VAN BERGEN,,,NED,50,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,36+  20.  |  Top  1. [14.83],,6288,16.0,Maria,TOLOKONINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,31+,,6288,16.0,Maria,TOLOKONINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,30   24.  |  35   23. [23.49],,73,17.0,Anna,TSYGANOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,30+,,73,17.0,Anna,TSYGANOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,33+  21.  |  Top  1. [15.20],,6181,18.0,Alexandra,GOLOVINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,26 ,,6181,18.0,Alexandra,GOLOVINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,4859,19.0,Maria,BELOMESTNOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,25+,,4859,19.0,Maria,BELOMESTNOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,32+  23.  |  35+  22. [22.49],,77,20.0,Nataliia,STEPANOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,25+,,77,20.0,Nataliia,STEPANOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,100,21.0,Dana,GILEMKHANOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,24+,,100,21.0,Dana,GILEMKHANOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,41+  19.  |  Top  1. [14.46],,75,22.0,Ekaterina,NOVITSKAIA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,23+,,75,22.0,Ekaterina,NOVITSKAIA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,18   25.  |  19+  25. [25.00],,2935,23.0,Rong,JIANG,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,19+,,2935,23.0,Rong,JIANG,,,CHN,37,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,33   22.  |  31+  24. [22.98],,6289,24.0,Natalia,BEZBORODOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,18+,,6289,24.0,Natalia,BEZBORODOVA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2596,Qualification,Top  1.  |  Top  1. [9.95],,5031,25.0,Tina,SUSTERSIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
2597,Semi-Final,12+,,5031,25.0,Tina,SUSTERSIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",,[]
4299,Qualification,31+  1.  |  Top  1. [3.87],,1147,1.0,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,39 ,,1147,1.0,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,Top,,1147,1.0,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,30+  4.  |  Top  1. [5.48],,1122,2.0,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,37+,,1122,2.0,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,42+,,1122,2.0,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,31+  1.  |  Top  1. [3.87],,315,3.0,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,39 ,,315,3.0,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,37+,,315,3.0,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,31+  1.  |  Top  1. [3.87],,2035,4.0,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,41+,,2035,4.0,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,33+,,2035,4.0,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  Top  1. [12.99],,1226,5.0,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,35+,,1226,5.0,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,33+,,1226,5.0,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  Top  1. [7.75],,928,6.0,Laura,ROGORA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,41+,,928,6.0,Laura,ROGORA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,31 ,,928,6.0,Laura,ROGORA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  Top  1. [12.99],,1232,7.0,Hannah,SCHUBERT,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,34+,,1232,7.0,Hannah,SCHUBERT,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,28+,,1232,7.0,Hannah,SCHUBERT,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  34+  21. [14.00],,456,8.0,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,36+,,456,8.0,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4301,Final,12+,,456,8.0,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  38   18. [20.12],,3426,9.0,Anne-sophie,KOLLER,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,34+,,3426,9.0,Anne-sophie,KOLLER,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  Top  1. [7.75],,466,10.0,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,31+,,466,10.0,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  Top  1. [7.75],,530,11.0,Nolwenn,ARC,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30+,,530,11.0,Nolwenn,ARC,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  Top  1. [7.75],,3130,11.0,Katherine,CHOONG,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30+,,3130,11.0,Katherine,CHOONG,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  Top  1. [7.75],,1486,11.0,Ievgeniia,KAZBEKOVA,,,UKR,18,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30+,,1486,11.0,Ievgeniia,KAZBEKOVA,,,UKR,18,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  Top  1. [12.99],,3888,14.0,Alina,RING,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30+,,3888,14.0,Alina,RING,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26+  14.  |  34+  21. [19.80],,1153,15.0,Vita,LUKAN,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30+,,1153,15.0,Vita,LUKAN,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,29+  5.  |  Top  1. [7.75],,455,16.0,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30 ,,455,16.0,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  39   17. [19.56],,1164,17.0,Urska,REPUSIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30 ,,1164,17.0,Urska,REPUSIC,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  34+  21. [23.48],,1222,18.0,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,30 ,,1222,18.0,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,27+  12.  |  Top  1. [9.49],,467,19.0,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,29 ,,467,19.0,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  34+  21. [23.48],,457,20.0,Nolwen,BERTHIER,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,29 ,,457,20.0,Nolwen,BERTHIER,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26+  14.  |  40+  15. [15.49],,860,21.0,Claudia,GHISOLFI,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,28+,,860,21.0,Claudia,GHISOLFI,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26   19.  |  35+  20. [21.21],,1239,22.0,Julia,FISER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,28+,,1239,22.0,Julia,FISER,,,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26+  14.  |  28   35. [24.17],,321,23.0,Celine,CUYPERS,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,21+,,321,23.0,Celine,CUYPERS,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26+  14.  |  39+  16. [16.00],,4301,24.0,Michelle,HULLIGER,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,20+,,4301,24.0,Michelle,HULLIGER,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,27   13.  |  34+  21. [17.85],,316,25.0,Chloe,CAULIER,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,20+,,316,25.0,Chloe,CAULIER,,,BEL,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,26+  14.  |  34+  21. [19.80],,2267,26.0,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4300,Semi-Final,20 ,,2267,26.0,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,24   27.  |  32+  30. [30.00],,3984,27.0,Netta,FREDMAN,,,ISR,60,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,24   27.  |  32   31. [30.50],,99,28.0,Evgeniya,LAPSHINA,,,RUS,7,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,19+  47.  |  37+  19. [30.67],,3198,29.0,Anouk,PIOLA,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,21   39.  |  34+  21. [31.11],,3060,30.0,Tina Johnsen,HAFSAAS,,,NOR,39,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,20+  41.  |  34+  21. [32.08],,2671,31.0,Kajsa,ROSEN,,,SWE,32,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,24   27.  |  28   35. [33.09],,977,32.0,Silvia,CASSOL,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,24   27.  |  28   35. [33.09],,2277,32.0,Moe,YOSHIMURA ,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,21+  38.  |  31+  32. [34.87],,2056,34.0,Jiwon,BAE,,,KOR,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,24   27.  |  27+  39. [35.07],,586,35.0,Léa,DELACQUIS,,,FRA,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,24   27.  |  27+  39. [35.07],,1161,35.0,Mia,KRAMPL,,,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,21   39.  |  28+  33. [36.38],,848,37.0,Jenny,LAVARDA,,,ITA,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,19+  47.  |  33+  29. [37.89],,1565,38.0,Alannah,YIP,,,CAN,19,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,23   36.  |  27+  39. [38.68],,1577,39.0,Rebecca,FRANGOS,,,CAN,19,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,23   36.  |  27+  39. [38.68],,2325,39.0,Homare,TODA,,,JPN,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,20   44.  |  28+  33. [38.83],,3272,41.0,Abdul Rochman,SYARIFAH,,,INA,45,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
4299,Qualification,20+  41.  |  28   35. [39.15],,3203,42.0,Jara,SPÄTE,,,SUI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",,[]
