event_id,event_name,categories_list
1201,,[]
1202,,[]
1203,,[]
1204,,[]
1205,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,"[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1205/result/227'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1205/result/231'}]"
1206,IFSC Europe - Continental Cup (B) - Belgrad (SRB) 2021 - CANCELLED,"[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1206/result/227'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1206/result/231'}]"
1207,IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,"[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1207/result/227'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1207/result/231'}]"
1208,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,"[{'category': 'SPEED Men', 'results_url': '/api/v1/events/1208/result/226'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1208/result/230'}]"
1209,IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,"[{'category': 'SPEED Men', 'results_url': '/api/v1/events/1209/result/226'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1209/result/230'}]"
1210,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1210/result/225'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1210/result/229'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1210/result/226'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1210/result/230'}]"
1211,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2021 - CANCELLED","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1211/result/225'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1211/result/229'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1211/result/226'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1211/result/230'}]"
1212,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2021,"[{'category': 'BOULDER Juniors Male', 'results_url': '/api/v1/events/1212/result/235'}, {'category': 'BOULDER Youth A Male', 'results_url': '/api/v1/events/1212/result/239'}, {'category': 'BOULDER Youth B Male', 'results_url': '/api/v1/events/1212/result/243'}, {'category': 'BOULDER Juniors Female', 'results_url': '/api/v1/events/1212/result/251'}, {'category': 'BOULDER Youth A Female', 'results_url': '/api/v1/events/1212/result/255'}, {'category': 'BOULDER Youth B Female', 'results_url': '/api/v1/events/1212/result/259'}]"
1213,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,"[{'category': 'BOULDER Juniors Male', 'results_url': '/api/v1/events/1213/result/235'}, {'category': 'BOULDER Youth A Male', 'results_url': '/api/v1/events/1213/result/239'}, {'category': 'BOULDER Youth B Male', 'results_url': '/api/v1/events/1213/result/243'}, {'category': 'BOULDER Juniors Female', 'results_url': '/api/v1/events/1213/result/251'}, {'category': 'BOULDER Youth A Female', 'results_url': '/api/v1/events/1213/result/255'}, {'category': 'BOULDER Youth B Female', 'results_url': '/api/v1/events/1213/result/259'}]"
1214,IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,"[{'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1214/result/234'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1214/result/238'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1214/result/242'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1214/result/250'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1214/result/254'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1214/result/258'}]"
1215,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021","[{'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1215/result/233'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1215/result/237'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1215/result/241'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1215/result/249'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1215/result/253'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1215/result/257'}, {'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1215/result/234'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1215/result/238'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1215/result/242'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1215/result/250'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1215/result/254'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1215/result/258'}]"
1216,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),"[{'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1216/result/233'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1216/result/237'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1216/result/241'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1216/result/249'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1216/result/253'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1216/result/257'}]"
1217,IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),"[{'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1217/result/234'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1217/result/238'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1217/result/242'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1217/result/250'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1217/result/254'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1217/result/258'}]"
1218,"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021","[{'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1218/result/233'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1218/result/237'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1218/result/241'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1218/result/249'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1218/result/253'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1218/result/257'}, {'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1218/result/234'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1218/result/238'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1218/result/242'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1218/result/250'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1218/result/254'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1218/result/258'}]"
1219,IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,"[{'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1219/result/233'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1219/result/237'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1219/result/241'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1219/result/249'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1219/result/253'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1219/result/257'}]"
1220,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021","[{'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1220/result/233'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1220/result/237'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1220/result/241'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1220/result/249'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1220/result/253'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1220/result/257'}, {'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1220/result/234'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1220/result/238'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1220/result/242'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1220/result/250'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1220/result/254'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1220/result/258'}]"
1221,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)","[{'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1221/result/233'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1221/result/237'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1221/result/241'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1221/result/249'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1221/result/253'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1221/result/257'}, {'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1221/result/234'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1221/result/238'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1221/result/242'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1221/result/250'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1221/result/254'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1221/result/258'}, {'category': 'BOULDER Juniors Male', 'results_url': '/api/v1/events/1221/result/235'}, {'category': 'BOULDER Youth A Male', 'results_url': '/api/v1/events/1221/result/239'}, {'category': 'BOULDER Youth B Male', 'results_url': '/api/v1/events/1221/result/243'}, {'category': 'BOULDER Juniors Female', 'results_url': '/api/v1/events/1221/result/251'}, {'category': 'BOULDER Youth A Female', 'results_url': '/api/v1/events/1221/result/255'}, {'category': 'BOULDER Youth B Female', 'results_url': '/api/v1/events/1221/result/259'}, {'category': 'COMBINED Juniors Male', 'results_url': '/api/v1/events/1221/result/236'}, {'category': 'COMBINED Youth A Male', 'results_url': '/api/v1/events/1221/result/240'}, {'category': 'COMBINED Youth B Male', 'results_url': '/api/v1/events/1221/result/244'}, {'category': 'COMBINED Juniors Female', 'results_url': '/api/v1/events/1221/result/252'}, {'category': 'COMBINED Youth A Female', 'results_url': '/api/v1/events/1221/result/256'}, {'category': 'COMBINED Youth B Female', 'results_url': '/api/v1/events/1221/result/260'}]"
1222,IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2021,"[{'category': 'LEAD Men B1', 'results_url': '/api/v1/events/1222/result/529'}, {'category': 'LEAD Men B2', 'results_url': '/api/v1/events/1222/result/533'}, {'category': 'LEAD Women B1', 'results_url': '/api/v1/events/1222/result/541'}, {'category': 'LEAD Women B2', 'results_url': '/api/v1/events/1222/result/545'}, {'category': 'LEAD Women B3', 'results_url': '/api/v1/events/1222/result/549'}, {'category': 'LEAD Men AL-1 (seating)', 'results_url': '/api/v1/events/1222/result/553'}, {'category': 'LEAD Women AL-1 (seating)', 'results_url': '/api/v1/events/1222/result/557'}, {'category': 'LEAD Men AL-2', 'results_url': '/api/v1/events/1222/result/561'}, {'category': 'LEAD Women AL-2', 'results_url': '/api/v1/events/1222/result/565'}, {'category': 'LEAD Men AU-1 (Arm amputee)', 'results_url': '/api/v1/events/1222/result/569'}, {'category': 'LEAD Men AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1222/result/577'}, {'category': 'LEAD Women AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1222/result/581'}, {'category': 'LEAD Men RP1', 'results_url': '/api/v1/events/1222/result/585'}, {'category': 'LEAD Men RP2', 'results_url': '/api/v1/events/1222/result/589'}, {'category': 'LEAD Men RP3', 'results_url': '/api/v1/events/1222/result/593'}, {'category': 'LEAD Women RP1', 'results_url': '/api/v1/events/1222/result/597'}, {'category': 'LEAD Women RP2', 'results_url': '/api/v1/events/1222/result/601'}, {'category': 'LEAD Women RP3', 'results_url': '/api/v1/events/1222/result/605'}]"
1223,IFSC - Paraclimbing World Cup (L) - Briançon (FRA) 2021,"[{'category': 'LEAD Men B1', 'results_url': '/api/v1/events/1223/result/529'}, {'category': 'LEAD Men B2', 'results_url': '/api/v1/events/1223/result/533'}, {'category': 'LEAD Men B3', 'results_url': '/api/v1/events/1223/result/537'}, {'category': 'LEAD Women B1', 'results_url': '/api/v1/events/1223/result/541'}, {'category': 'LEAD Women B2', 'results_url': '/api/v1/events/1223/result/545'}, {'category': 'LEAD Women B3', 'results_url': '/api/v1/events/1223/result/549'}, {'category': 'LEAD Men AL-1 (seating)', 'results_url': '/api/v1/events/1223/result/553'}, {'category': 'LEAD Women AL-1 (seating)', 'results_url': '/api/v1/events/1223/result/557'}, {'category': 'LEAD Men AL-2', 'results_url': '/api/v1/events/1223/result/561'}, {'category': 'LEAD Women AL-2', 'results_url': '/api/v1/events/1223/result/565'}, {'category': 'LEAD Men AU-1 (Arm amputee)', 'results_url': '/api/v1/events/1223/result/569'}, {'category': 'LEAD Men AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1223/result/577'}, {'category': 'LEAD Women AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1223/result/581'}, {'category': 'LEAD Men RP1', 'results_url': '/api/v1/events/1223/result/585'}, {'category': 'LEAD Men RP2', 'results_url': '/api/v1/events/1223/result/589'}, {'category': 'LEAD Men RP3', 'results_url': '/api/v1/events/1223/result/593'}, {'category': 'LEAD Women RP1', 'results_url': '/api/v1/events/1223/result/597'}, {'category': 'LEAD Women RP2', 'results_url': '/api/v1/events/1223/result/601'}, {'category': 'LEAD Women RP3', 'results_url': '/api/v1/events/1223/result/605'}]"
1224,IFSC - Paraclimbing World Cup (L) - Los Angeles (USA) 2021,"[{'category': 'LEAD Men B1', 'results_url': '/api/v1/events/1224/result/529'}, {'category': 'LEAD Men B2', 'results_url': '/api/v1/events/1224/result/533'}, {'category': 'LEAD Men B3', 'results_url': '/api/v1/events/1224/result/537'}, {'category': 'LEAD Women B1', 'results_url': '/api/v1/events/1224/result/541'}, {'category': 'LEAD Women B2', 'results_url': '/api/v1/events/1224/result/545'}, {'category': 'LEAD Women B3', 'results_url': '/api/v1/events/1224/result/549'}, {'category': 'LEAD Men AL-1 (seating)', 'results_url': '/api/v1/events/1224/result/553'}, {'category': 'LEAD Women AL-1 (seating)', 'results_url': '/api/v1/events/1224/result/557'}, {'category': 'LEAD Men AL-2', 'results_url': '/api/v1/events/1224/result/561'}, {'category': 'LEAD Women AL-2', 'results_url': '/api/v1/events/1224/result/565'}, {'category': 'LEAD Men AU-1 (Arm amputee)', 'results_url': '/api/v1/events/1224/result/569'}, {'category': 'LEAD Women AU-1 (Arm amputee)', 'results_url': '/api/v1/events/1224/result/573'}, {'category': 'LEAD Men AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1224/result/577'}, {'category': 'LEAD Women AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1224/result/581'}, {'category': 'LEAD Men RP1', 'results_url': '/api/v1/events/1224/result/585'}, {'category': 'LEAD Men RP2', 'results_url': '/api/v1/events/1224/result/589'}, {'category': 'LEAD Men RP3', 'results_url': '/api/v1/events/1224/result/593'}, {'category': 'LEAD Women RP1', 'results_url': '/api/v1/events/1224/result/597'}, {'category': 'LEAD Women RP2', 'results_url': '/api/v1/events/1224/result/601'}, {'category': 'LEAD Women RP3', 'results_url': '/api/v1/events/1224/result/605'}]"
1225,IFSC - Paraclimbing World Championships (L) - Moscow 2021,"[{'category': 'LEAD Men B1', 'results_url': '/api/v1/events/1225/result/529'}, {'category': 'LEAD Men B2', 'results_url': '/api/v1/events/1225/result/533'}, {'category': 'LEAD Men B3', 'results_url': '/api/v1/events/1225/result/537'}, {'category': 'LEAD Women B1', 'results_url': '/api/v1/events/1225/result/541'}, {'category': 'LEAD Women B2', 'results_url': '/api/v1/events/1225/result/545'}, {'category': 'LEAD Women B3', 'results_url': '/api/v1/events/1225/result/549'}, {'category': 'LEAD Men AL-1 (seating)', 'results_url': '/api/v1/events/1225/result/553'}, {'category': 'LEAD Women AL-1 (seating)', 'results_url': '/api/v1/events/1225/result/557'}, {'category': 'LEAD Men AL-2', 'results_url': '/api/v1/events/1225/result/561'}, {'category': 'LEAD Women AL-2', 'results_url': '/api/v1/events/1225/result/565'}, {'category': 'LEAD Men AU-1 (Arm amputee)', 'results_url': '/api/v1/events/1225/result/569'}, {'category': 'LEAD Women AU-1 (Arm amputee)', 'results_url': '/api/v1/events/1225/result/573'}, {'category': 'LEAD Men AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1225/result/577'}, {'category': 'LEAD Women AU-2 (Forearm amputee)', 'results_url': '/api/v1/events/1225/result/581'}, {'category': 'LEAD Men RP1', 'results_url': '/api/v1/events/1225/result/585'}, {'category': 'LEAD Men RP2', 'results_url': '/api/v1/events/1225/result/589'}, {'category': 'LEAD Men RP3', 'results_url': '/api/v1/events/1225/result/593'}, {'category': 'LEAD Women RP1', 'results_url': '/api/v1/events/1225/result/597'}, {'category': 'LEAD Women RP2', 'results_url': '/api/v1/events/1225/result/601'}, {'category': 'LEAD Women RP3', 'results_url': '/api/v1/events/1225/result/605'}]"
1226,"Asian Youth Games (L,S) - Shantou (CHN) 2021",[]
1227,Olympic Games (C) - Tokyo (JPN) 2020,"[{'category': 'COMBINED Men', 'results_url': '/api/v1/events/1227/result/316'}, {'category': 'COMBINED Women', 'results_url': '/api/v1/events/1227/result/336'}]"
1228,,[]
1229,International Climbing Series - Rock Master - Arco (ITA) 2021,[]
1230,International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2021,[]
1231,"IFSC Pan Am - Continental Championships (B,S,L) - Ibarra (ECU) 2021","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1231/result/433'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1231/result/437'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1231/result/434'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1231/result/438'}, {'category': 'BOULDER Men', 'results_url': '/api/v1/events/1231/result/435'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1231/result/439'}, {'category': 'COMBINED Men', 'results_url': '/api/v1/events/1231/result/436'}, {'category': 'COMBINED Women', 'results_url': '/api/v1/events/1231/result/440'}]"
1232,,[]
1233,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,"[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1233/result/3'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1233/result/7'}]"
1234,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022","[{'category': 'BOULDER&LEAD Men', 'results_url': '/api/v1/events/1234/result/617'}, {'category': 'BOULDER&LEAD Women', 'results_url': '/api/v1/events/1234/result/618'}]"
1235,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1235/result/3'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1235/result/7'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1235/result/2'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1235/result/6'}]"
1236,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022","[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1236/result/3'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1236/result/7'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1236/result/2'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1236/result/6'}]"
1237,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022","[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1237/result/3'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1237/result/7'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1237/result/2'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1237/result/6'}]"
event_id,event_name,categories_list
1238,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022","[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1238/result/3'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1238/result/7'}, {'category': 'LEAD Men', 'results_url': '/api/v1/events/1238/result/1'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1238/result/5'}]"
1239,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1239/result/1'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1239/result/5'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1239/result/2'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1239/result/6'}]"
1240,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1240/result/1'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1240/result/5'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1240/result/2'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1240/result/6'}]"
1241,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,"[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1241/result/1'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1241/result/5'}]"
1242,IFSC - Climbing World Cup (L) - Koper (SLO) 2022,"[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1242/result/1'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1242/result/5'}]"
1243,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1243/result/1'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1243/result/5'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1243/result/2'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1243/result/6'}]"
1244,,[]
1245,"World Games (B,S,L) - Birmingham (USA) 2022","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1245/result/313'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1245/result/333'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1245/result/314'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1245/result/334'}, {'category': 'BOULDER Men', 'results_url': '/api/v1/events/1245/result/315'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1245/result/335'}]"
1246,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022","[{'category': 'BOULDER Juniors Male', 'results_url': '/api/v1/events/1246/result/11'}, {'category': 'BOULDER Youth A Male', 'results_url': '/api/v1/events/1246/result/15'}, {'category': 'BOULDER Youth B Male', 'results_url': '/api/v1/events/1246/result/19'}, {'category': 'BOULDER Juniors Female', 'results_url': '/api/v1/events/1246/result/27'}, {'category': 'BOULDER Youth A Female', 'results_url': '/api/v1/events/1246/result/31'}, {'category': 'BOULDER Youth B Female', 'results_url': '/api/v1/events/1246/result/35'}, {'category': 'LEAD Juniors Male', 'results_url': '/api/v1/events/1246/result/9'}, {'category': 'LEAD Youth A Male', 'results_url': '/api/v1/events/1246/result/13'}, {'category': 'LEAD Youth B Male', 'results_url': '/api/v1/events/1246/result/17'}, {'category': 'LEAD Juniors Female', 'results_url': '/api/v1/events/1246/result/25'}, {'category': 'LEAD Youth A Female', 'results_url': '/api/v1/events/1246/result/29'}, {'category': 'LEAD Youth B Female', 'results_url': '/api/v1/events/1246/result/33'}, {'category': 'SPEED Juniors Male', 'results_url': '/api/v1/events/1246/result/10'}, {'category': 'SPEED Youth A Male', 'results_url': '/api/v1/events/1246/result/14'}, {'category': 'SPEED Youth B Male', 'results_url': '/api/v1/events/1246/result/18'}, {'category': 'SPEED Juniors Female', 'results_url': '/api/v1/events/1246/result/26'}, {'category': 'SPEED Youth A Female', 'results_url': '/api/v1/events/1246/result/30'}, {'category': 'SPEED Youth B Female', 'results_url': '/api/v1/events/1246/result/34'}]"
1247,"IFSC Europe - Continental Championships (B,S,L) - Munich (GER) 2022","[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1247/result/227'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1247/result/231'}, {'category': 'LEAD Men', 'results_url': '/api/v1/events/1247/result/225'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1247/result/229'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1247/result/226'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1247/result/230'}, {'category': 'BOULDER&LEAD Men', 'results_url': '/api/v1/events/1247/result/669'}, {'category': 'BOULDER&LEAD Women', 'results_url': '/api/v1/events/1247/result/670'}]"
1248,Asian Games - Hangzhou (CHN) 2022 - POSTPONED,"[{'category': 'SPEED Men', 'results_url': '/api/v1/events/1248/result/314'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1248/result/334'}]"
1249,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022","[{'category': 'BOULDER Men', 'results_url': '/api/v1/events/1249/result/355'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1249/result/375'}, {'category': 'LEAD Men', 'results_url': '/api/v1/events/1249/result/353'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1249/result/373'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1249/result/354'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1249/result/374'}]"
1250,,[]
1251,,[]
1252,"IFSC Africa - Continental Championships (B,S,L) - Johannesburg (RSA) 2021","[{'category': 'LEAD Men', 'results_url': '/api/v1/events/1252/result/609'}, {'category': 'LEAD Women', 'results_url': '/api/v1/events/1252/result/613'}, {'category': 'SPEED Men', 'results_url': '/api/v1/events/1252/result/610'}, {'category': 'SPEED Women', 'results_url': '/api/v1/events/1252/result/614'}, {'category': 'BOULDER Men', 'results_url': '/api/v1/events/1252/result/611'}, {'category': 'BOULDER Women', 'results_url': '/api/v1/events/1252/result/615'}]"
1253,,[]
1254,,[]
1255,,[]
1256,,[]
1257,Youth Olympic Games - Buenos Aires (ARG) 2018,"[{'category': 'COMBINED Men', 'results_url': '/api/v1/events/1257/result/316'}, {'category': 'COMBINED Women', 'results_url': '/api/v1/events/1257/result/336'}]"
1258,IFSC Europe - Continental Youth Cup (B) - Chambéry (FRA) 2022,"[{'category': 'BOULDER Juniors Male', 'results_url': '/api/v1/events/1258/result/235'}, {'category': 'BOULDER Youth A Male', 'results_url': '/api/v1/events/1258/result/239'}, {'category': 'BOULDER Youth B Male', 'results_url': '/api/v1/events/1258/result/243'}, {'category': 'BOULDER Juniors Female', 'results_url': '/api/v1/events/1258/result/251'}, {'category': 'BOULDER Youth A Female', 'results_url': '/api/v1/events/1258/result/255'}, {'category': 'BOULDER Youth B Female', 'results_url': '/api/v1/events/1258/result/259'}]"
1259,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2022,"[{'category': 'BOULDER Juniors Male', 'results_url': '/api/v1/events/1259/result/235'}, {'category': 'BOULDER Youth A Male', 'results_url': '/api/v1/events/1259/result/239'}, {'category': 'BOULDER Youth B Male', 'results_url': '/api/v1/events/1259/result/243'}, {'category': 'BOULDER Juniors Female', 'results_url': '/api/v1/events/1259/result/251'}, {'category': 'BOULDER Youth A Female', 'results_url': '/api/v1/events/1259/result/255'}, {'category': 'BOULDER Youth B Female', 'results_url': '/api/v1/events/1259/result/259'}]"
