,stage_name,stage_score,stage_rank,category_round_id,round_name,score,athlete_id,rank,firstname,lastname,country,federation_id,comp_name,route_id,route_name,top,top_tries,zone,zone_tries,low_zone,points,low_zone_tries,modified,status,plus
96,Boulder,24.6,17,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,6,FALSE,6,TRUE,4.9,2,2023-08-09 08:59:43 +00:00,locked,
97,Boulder,24.6,17,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,9,FALSE,9,TRUE,5,1,2023-08-09 09:10:35 +00:00,locked,
98,Boulder,24.6,17,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,5,FALSE,5,TRUE,4.8,3,2023-08-09 09:22:20 +00:00,locked,
99,Lead,54.1,6,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:59:33 +00:00,locked,TRUE
100,Boulder,19.6,18,8351,Semi-final,73.6,455,13,Hélène,JANICOT,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,3,TRUE,2,TRUE,9.9,2,2023-08-09 08:47:20 +00:00,locked,
101,Boulder,19.6,18,8351,Semi-final,73.6,455,13,Hélène,JANICOT,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,9,FALSE,9,FALSE,0,9,2023-08-09 08:59:19 +00:00,locked,
102,Boulder,19.6,18,8351,Semi-final,73.6,455,13,Hélène,JANICOT,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,8,FALSE,8,TRUE,4.7,4,2023-08-09 09:10:14 +00:00,locked,
103,Boulder,19.6,18,8351,Semi-final,73.6,455,13,Hélène,JANICOT,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,6,FALSE,6,TRUE,5,1,2023-08-09 09:22:02 +00:00,locked,
104,Lead,54,12,8351,Semi-final,73.6,455,13,Hélène,JANICOT,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:31:11 +00:00,locked,FALSE
105,Boulder,34.5,9,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,3,TRUE,1,TRUE,10,1,2023-08-09 08:48:13 +00:00,locked,
106,Boulder,34.5,9,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,6,FALSE,6,TRUE,4.8,3,2023-08-09 08:59:47 +00:00,locked,
107,Boulder,34.5,9,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,6,TRUE,4,TRUE,9.7,1,2023-08-09 09:10:35 +00:00,locked,
108,Boulder,34.5,9,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,4,TRUE,1,TRUE,10,1,2023-08-09 09:22:22 +00:00,locked,
109,Lead,39.1,13,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:59:51 +00:00,locked,TRUE
110,Boulder,34.3,11,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,2,TRUE,1,TRUE,10,1,2023-08-09 08:48:18 +00:00,locked,
111,Boulder,34.3,11,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,4,FALSE,4,TRUE,5,1,2023-08-09 08:59:49 +00:00,locked,
112,Boulder,34.3,11,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,7,TRUE,4,TRUE,9.7,4,2023-08-09 09:10:40 +00:00,locked,
113,Boulder,34.3,11,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,7,TRUE,5,TRUE,9.6,3,2023-08-09 09:22:26 +00:00,locked,
114,Lead,39,15,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 20:00:10 +00:00,locked,FALSE
115,Boulder,34.9,8,8351,Semi-final,71,2501,16,Oceania,MACKENZIE,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,2,TRUE,1,TRUE,10,1,2023-08-09 08:47:56 +00:00,locked,
116,Boulder,34.9,8,8351,Semi-final,71,2501,16,Oceania,MACKENZIE,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,5,TRUE,2,TRUE,9.9,1,2023-08-09 08:59:39 +00:00,locked,
117,Boulder,34.9,8,8351,Semi-final,71,2501,16,Oceania,MACKENZIE,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,5,TRUE,1,TRUE,10,1,2023-08-09 09:10:27 +00:00,locked,
118,Boulder,34.9,8,8351,Semi-final,71,2501,16,Oceania,MACKENZIE,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,6,FALSE,6,TRUE,5,1,2023-08-09 08:42:03 +00:00,locked,
119,Lead,36.1,17,8351,Semi-final,71,2501,16,Oceania,MACKENZIE,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:31:57 +00:00,locked,TRUE
120,Boulder,29.4,14,8351,Semi-final,65.5,1153,17,Vita,LUKAN,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,3,TRUE,1,TRUE,10,1,2023-08-09 08:47:47 +00:00,locked,
121,Boulder,29.4,14,8351,Semi-final,65.5,1153,17,Vita,LUKAN,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,6,FALSE,6,TRUE,4.9,2,2023-08-09 08:59:27 +00:00,locked,
122,Boulder,29.4,14,8351,Semi-final,65.5,1153,17,Vita,LUKAN,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,8,TRUE,6,TRUE,9.5,4,2023-08-09 09:10:20 +00:00,locked,
123,Boulder,29.4,14,8351,Semi-final,65.5,1153,17,Vita,LUKAN,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,7,FALSE,7,TRUE,5,1,2023-08-09 09:22:09 +00:00,locked,
124,Lead,36.1,17,8351,Semi-final,65.5,1153,17,Vita,LUKAN,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:31:26 +00:00,locked,TRUE
125,Boulder,33.8,12,8351,Semi-final,53.8,4017,18,Ayala,KEREM,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,4,FALSE,4,TRUE,5,1,2023-08-09 08:47:51 +00:00,locked,
126,Boulder,33.8,12,8351,Semi-final,53.8,4017,18,Ayala,KEREM,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,6,TRUE,3,TRUE,9.8,2,2023-08-09 08:59:28 +00:00,locked,
127,Boulder,33.8,12,8351,Semi-final,53.8,4017,18,Ayala,KEREM,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,9,TRUE,6,TRUE,9.5,3,2023-08-09 09:10:20 +00:00,locked,
128,Boulder,33.8,12,8351,Semi-final,53.8,4017,18,Ayala,KEREM,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,6,TRUE,6,TRUE,9.5,1,2023-08-09 09:22:12 +00:00,locked,
129,Lead,20,19,8351,Semi-final,53.8,4017,18,Ayala,KEREM,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:31:28 +00:00,locked,FALSE
130,Boulder,13.9,21,8351,Semi-final,53,13558,19,Yejoo,SEO,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,9,FALSE,9,TRUE,4.2,9,2023-08-09 08:47:26 +00:00,locked,
131,Boulder,13.9,21,8351,Semi-final,53,13558,19,Yejoo,SEO,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,11,FALSE,11,FALSE,0,11,2023-08-09 08:59:19 +00:00,locked,
132,Boulder,13.9,21,8351,Semi-final,53,13558,19,Yejoo,SEO,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,11,FALSE,11,TRUE,4.8,3,2023-08-09 09:10:18 +00:00,locked,
133,Boulder,13.9,21,8351,Semi-final,53,13558,19,Yejoo,SEO,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,6,FALSE,6,TRUE,4.9,2,2023-08-09 09:22:03 +00:00,locked,
134,Lead,39.1,13,8351,Semi-final,53,13558,19,Yejoo,SEO,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:56:51 +00:00,locked,TRUE
135,Boulder,33.4,13,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,3,TRUE,1,TRUE,10,1,2023-08-09 08:47:38 +00:00,locked,
136,Boulder,33.4,13,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,10,FALSE,10,TRUE,4.4,7,2023-08-09 08:59:28 +00:00,locked,
137,Boulder,33.4,13,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,9,TRUE,4,TRUE,9.7,2,2023-08-09 09:10:18 +00:00,locked,
138,Boulder,33.4,13,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,8,TRUE,8,TRUE,9.3,2,2023-08-09 09:22:10 +00:00,locked,
139,Lead,12.1,21,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:31:22 +00:00,locked,TRUE
140,Boulder,18.9,20,8351,Semi-final,32.9,928,21,Laura,ROGORA,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826,1,FALSE,5,FALSE,5,TRUE,4.8,3,2023-08-09 08:48:05 +00:00,locked,
141,Boulder,18.9,20,8351,Semi-final,32.9,928,21,Laura,ROGORA,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827,2,FALSE,9,FALSE,9,FALSE,0,9,2023-08-09 08:59:46 +00:00,locked,
142,Boulder,18.9,20,8351,Semi-final,32.9,928,21,Laura,ROGORA,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828,3,FALSE,8,FALSE,8,TRUE,4.9,2,2023-08-09 09:10:35 +00:00,locked,
143,Boulder,18.9,20,8351,Semi-final,32.9,928,21,Laura,ROGORA,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829,4,FALSE,9,TRUE,9,TRUE,9.2,3,2023-08-09 09:22:21 +00:00,locked,
144,Lead,14,20,8351,Semi-final,32.9,928,21,Laura,ROGORA,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830,1,FALSE,,,,,,,2023-08-09 19:59:38 +00:00,locked,FALSE
