route_id,route_name,top,plus,rank,corrective_rank,score,category_round_id,round_name,athlete_id,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name,starting_group,speed_elimination_stages,restarted,time_ms,modified,status
10818,2,False,True,79.0,39.0,38.75,7702,Qualification,11372,Sukma,LINTANG CAHYANI,,,INA,45,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10817,1,False,True,79.0,38.5,38.75,7702,Qualification,12507,Anja,SANTINI MIKULIĆ,,,CRO,98,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,True,79.0,39.0,38.75,7702,Qualification,12507,Anja,SANTINI MIKULIĆ,,,CRO,98,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10819,1,False,True,83.0,43.0,39.34,7702,Qualification,4301,Michelle,HULLIGER,,,SUI,8,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,83.0,36.0,39.34,7702,Qualification,4301,Michelle,HULLIGER,,,SUI,8,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10819,1,False,False,84.0,37.0,39.42,7702,Qualification,11989,Lianet,CASTILLO,,,VEN,42,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,False,84.0,42.0,39.42,7702,Qualification,11989,Lianet,CASTILLO,,,VEN,42,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10819,1,False,True,85.0,43.0,40.69,7702,Qualification,13272,Anne,ACKRE,,,NOR,39,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,85.0,38.5,40.69,7702,Qualification,13272,Anne,ACKRE,,,NOR,39,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10817,1,False,False,85.0,42.5,40.71,7702,Qualification,11998,Zoe,GARCIA MOLINA,,,ARG,41,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,True,85.0,39.0,40.71,7702,Qualification,11998,Zoe,GARCIA MOLINA,,,ARG,41,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10819,1,False,True,85.0,43.0,40.69,7702,Qualification,11624,Daria,NESTERENKO,,,UKR,18,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,85.0,38.5,40.69,7702,Qualification,11624,Daria,NESTERENKO,,,UKR,18,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10817,1,False,False,88.0,46.5,42.59,7702,Qualification,13072,Viktoriya,ADAMENKO,,,KAZ,47,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,True,88.0,39.0,42.59,7702,Qualification,13072,Viktoriya,ADAMENKO,,,KAZ,47,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10817,1,False,False,89.0,50.5,44.38,7702,Qualification,11420,Ignacia,MELLADO QUINTEROS,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,True,89.0,39.0,44.38,7702,Qualification,11420,Ignacia,MELLADO QUINTEROS,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10817,1,False,False,89.0,50.5,44.38,7702,Qualification,12484,Elizabeth,SEPULVEDA,,,PUR,99,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,True,89.0,39.0,44.38,7702,Qualification,12484,Elizabeth,SEPULVEDA,,,PUR,99,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10819,1,False,False,89.0,37.0,41.48,7702,Qualification,3900,Muykuay,SILVA,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,89.0,46.5,41.48,7702,Qualification,3900,Muykuay,SILVA,,,CHI,58,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10819,1,False,False,92.0,48.0,43.82,7702,Qualification,4215,María Fernanda,GONZÁLEZ RÁMIREZ,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,92.0,40.0,43.82,7702,Qualification,4215,María Fernanda,GONZÁLEZ RÁMIREZ,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10817,1,False,False,93.0,45.0,46.48,7702,Qualification,4227,Arantza,FERNÁNDEZ GUTIERREZ,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,False,93.0,48.0,46.48,7702,Qualification,4227,Arantza,FERNÁNDEZ GUTIERREZ,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10819,1,False,True,93.0,43.0,44.72,7702,Qualification,4220,María Fernanda,HIDALGO AMEZQUITA,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,93.0,46.5,44.72,7702,Qualification,4220,María Fernanda,HIDALGO AMEZQUITA,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10819,1,False,True,93.0,43.0,44.72,7702,Qualification,4224,Regina,SALAZAR PUGA,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,93.0,46.5,44.72,7702,Qualification,4224,Regina,SALAZAR PUGA,,,MEX,69,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10817,1,False,True,96.0,44.0,46.9,7702,Qualification,13220,Melissa Esther,CHEN CHEN,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,False,96.0,50.0,46.9,7702,Qualification,13220,Melissa Esther,CHEN CHEN,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10819,1,False,False,97.0,49.0,47.73,7702,Qualification,12308,Tegwen,OATES,,,RSA,14,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,True,97.0,46.5,47.73,7702,Qualification,12308,Tegwen,OATES,,,RSA,14,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10817,1,False,False,97.0,46.5,47.24,7702,Qualification,12939,Sara,TRAJKOSKA,,,MKD,43,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,False,97.0,48.0,47.24,7702,Qualification,12939,Sara,TRAJKOSKA,,,MKD,43,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10817,1,False,True,99.0,48.5,48.25,7702,Qualification,14013,Silvana Lourdes,LEYTON MATTO,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,False,99.0,48.0,48.25,7702,Qualification,14013,Silvana Lourdes,LEYTON MATTO,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10817,1,False,True,100.0,48.5,49.73,7702,Qualification,11650,Sofia Alejandra,HERRERA VEGA CENTENO,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10818,2,False,False,100.0,51.0,49.73,7702,Qualification,11650,Sofia Alejandra,HERRERA VEGA CENTENO,,,PER,74,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group A,,,,,
10819,1,False,False,,,DNS,7702,Qualification,694,Holly,TOOTHILL,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
10820,2,False,False,,,DNS,7702,Qualification,694,Holly,TOOTHILL,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",Group B,,,,,
