,Unnamed: 0.1,stage_name,stage_score,stage_rank,Unnamed: 0,category_round_id,round_name,score,athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name,route_id,route_name,top,top_tries,zone,zone_tries,low_zone,points,low_zone_tries,modified,status,plus,restarted,time_ms
84,51,Lead,54.1,6,25,8351,Semi-final,88.5,1803,9,Natalia,GROSSMAN,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:59:45 +00:00,locked,True,False,0.0
85,54,Boulder,29.3,15,27,8351,Semi-final,86.4,2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,4.0,True,3.0,True,9.8,2.0,2023-08-09 08:48:21 +00:00,locked,,,
86,54,Boulder,29.3,15,27,8351,Semi-final,86.4,2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,7.0,False,7.0,True,4.8,3.0,2023-08-09 08:59:48 +00:00,locked,,,
87,54,Boulder,29.3,15,27,8351,Semi-final,86.4,2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,8.0,True,3.0,True,9.8,2.0,2023-08-09 09:10:36 +00:00,locked,,,
88,54,Boulder,29.3,15,27,8351,Semi-final,86.4,2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,9.0,False,9.0,True,4.9,2.0,2023-08-09 09:22:22 +00:00,locked,,,
89,55,Lead,57.1,5,27,8351,Semi-final,86.4,2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 20:00:04 +00:00,locked,True,False,
90,58,Boulder,28.2,16,29,8351,Semi-final,82.3,462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,3.0,True,2.0,True,9.9,1.0,2023-08-09 08:47:54 +00:00,locked,,,
91,58,Boulder,28.2,16,29,8351,Semi-final,82.3,462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,5.0,True,4.0,True,9.7,1.0,2023-08-09 08:10:34 +00:00,locked,,,
92,58,Boulder,28.2,16,29,8351,Semi-final,82.3,462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,13.0,False,13.0,True,4.0,11.0,2023-08-09 09:10:26 +00:00,locked,,,
93,58,Boulder,28.2,16,29,8351,Semi-final,82.3,462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,9.0,False,9.0,True,4.6,5.0,2023-08-09 09:22:09 +00:00,locked,,,
94,59,Lead,54.1,6,29,8351,Semi-final,82.3,462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:31:31 +00:00,locked,True,False,0.0
95,62,Boulder,24.6,17,31,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,2.0,True,2.0,True,9.9,1.0,2023-08-09 08:48:03 +00:00,locked,,,
96,62,Boulder,24.6,17,31,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,6.0,False,6.0,True,4.9,2.0,2023-08-09 08:59:43 +00:00,locked,,,
97,62,Boulder,24.6,17,31,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,9.0,False,9.0,True,5.0,1.0,2023-08-09 09:10:35 +00:00,locked,,,
98,62,Boulder,24.6,17,31,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,5.0,False,5.0,True,4.8,3.0,2023-08-09 09:22:20 +00:00,locked,,,
99,63,Lead,54.1,6,31,8351,Semi-final,78.7,642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:59:33 +00:00,locked,True,False,0.0
100,66,Boulder,19.6,18,33,8351,Semi-final,73.6,455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,3.0,True,2.0,True,9.9,2.0,2023-08-09 08:47:20 +00:00,locked,,,
101,66,Boulder,19.6,18,33,8351,Semi-final,73.6,455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,9.0,False,9.0,False,0.0,9.0,2023-08-09 08:59:19 +00:00,locked,,,
102,66,Boulder,19.6,18,33,8351,Semi-final,73.6,455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,8.0,False,8.0,True,4.7,4.0,2023-08-09 09:10:14 +00:00,locked,,,
103,66,Boulder,19.6,18,33,8351,Semi-final,73.6,455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,6.0,False,6.0,True,5.0,1.0,2023-08-09 09:22:02 +00:00,locked,,,
104,67,Lead,54.0,12,33,8351,Semi-final,73.6,455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:31:11 +00:00,locked,False,False,
105,70,Boulder,34.5,9,35,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,3.0,True,1.0,True,10.0,1.0,2023-08-09 08:48:13 +00:00,locked,,,
106,70,Boulder,34.5,9,35,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,6.0,False,6.0,True,4.8,3.0,2023-08-09 08:59:47 +00:00,locked,,,
107,70,Boulder,34.5,9,35,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,6.0,True,4.0,True,9.7,1.0,2023-08-09 09:10:35 +00:00,locked,,,
108,70,Boulder,34.5,9,35,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,4.0,True,1.0,True,10.0,1.0,2023-08-09 09:22:22 +00:00,locked,,,
109,71,Lead,39.1,13,35,8351,Semi-final,73.6,1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:59:51 +00:00,locked,True,False,0.0
110,74,Boulder,34.3,11,37,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,2.0,True,1.0,True,10.0,1.0,2023-08-09 08:48:18 +00:00,locked,,,
111,74,Boulder,34.3,11,37,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,4.0,False,4.0,True,5.0,1.0,2023-08-09 08:59:49 +00:00,locked,,,
112,74,Boulder,34.3,11,37,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,7.0,True,4.0,True,9.7,4.0,2023-08-09 09:10:40 +00:00,locked,,,
113,74,Boulder,34.3,11,37,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,7.0,True,5.0,True,9.6,3.0,2023-08-09 09:22:26 +00:00,locked,,,
114,75,Lead,39.0,15,37,8351,Semi-final,73.3,620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 20:00:10 +00:00,locked,False,False,0.0
115,78,Boulder,34.9,8,39,8351,Semi-final,71.0,2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,2.0,True,1.0,True,10.0,1.0,2023-08-09 08:47:56 +00:00,locked,,,
116,78,Boulder,34.9,8,39,8351,Semi-final,71.0,2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,5.0,True,2.0,True,9.9,1.0,2023-08-09 08:59:39 +00:00,locked,,,
117,78,Boulder,34.9,8,39,8351,Semi-final,71.0,2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,5.0,True,1.0,True,10.0,1.0,2023-08-09 09:10:27 +00:00,locked,,,
118,78,Boulder,34.9,8,39,8351,Semi-final,71.0,2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,6.0,False,6.0,True,5.0,1.0,2023-08-09 08:42:03 +00:00,locked,,,
119,79,Lead,36.1,17,39,8351,Semi-final,71.0,2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:31:57 +00:00,locked,True,False,0.0
120,82,Boulder,29.4,14,41,8351,Semi-final,65.5,1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,3.0,True,1.0,True,10.0,1.0,2023-08-09 08:47:47 +00:00,locked,,,
121,82,Boulder,29.4,14,41,8351,Semi-final,65.5,1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,6.0,False,6.0,True,4.9,2.0,2023-08-09 08:59:27 +00:00,locked,,,
122,82,Boulder,29.4,14,41,8351,Semi-final,65.5,1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,8.0,True,6.0,True,9.5,4.0,2023-08-09 09:10:20 +00:00,locked,,,
123,82,Boulder,29.4,14,41,8351,Semi-final,65.5,1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,7.0,False,7.0,True,5.0,1.0,2023-08-09 09:22:09 +00:00,locked,,,
124,83,Lead,36.1,17,41,8351,Semi-final,65.5,1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:31:26 +00:00,locked,True,False,0.0
125,86,Boulder,33.8,12,43,8351,Semi-final,53.8,4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,4.0,False,4.0,True,5.0,1.0,2023-08-09 08:47:51 +00:00,locked,,,
126,86,Boulder,33.8,12,43,8351,Semi-final,53.8,4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,6.0,True,3.0,True,9.8,2.0,2023-08-09 08:59:28 +00:00,locked,,,
127,86,Boulder,33.8,12,43,8351,Semi-final,53.8,4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,9.0,True,6.0,True,9.5,3.0,2023-08-09 09:10:20 +00:00,locked,,,
128,86,Boulder,33.8,12,43,8351,Semi-final,53.8,4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,6.0,True,6.0,True,9.5,1.0,2023-08-09 09:22:12 +00:00,locked,,,
129,87,Lead,20.0,19,43,8351,Semi-final,53.8,4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:31:28 +00:00,locked,False,False,0.0
130,90,Boulder,13.9,21,45,8351,Semi-final,53.0,13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,9.0,False,9.0,True,4.2,9.0,2023-08-09 08:47:26 +00:00,locked,,,
131,90,Boulder,13.9,21,45,8351,Semi-final,53.0,13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,11.0,False,11.0,False,0.0,11.0,2023-08-09 08:59:19 +00:00,locked,,,
132,90,Boulder,13.9,21,45,8351,Semi-final,53.0,13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,11.0,False,11.0,True,4.8,3.0,2023-08-09 09:10:18 +00:00,locked,,,
133,90,Boulder,13.9,21,45,8351,Semi-final,53.0,13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,6.0,False,6.0,True,4.9,2.0,2023-08-09 09:22:03 +00:00,locked,,,
134,91,Lead,39.1,13,45,8351,Semi-final,53.0,13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:56:51 +00:00,locked,True,False,0.0
135,94,Boulder,33.4,13,47,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,3.0,True,1.0,True,10.0,1.0,2023-08-09 08:47:38 +00:00,locked,,,
136,94,Boulder,33.4,13,47,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,10.0,False,10.0,True,4.4,7.0,2023-08-09 08:59:28 +00:00,locked,,,
137,94,Boulder,33.4,13,47,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,9.0,True,4.0,True,9.7,2.0,2023-08-09 09:10:18 +00:00,locked,,,
138,94,Boulder,33.4,13,47,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,8.0,True,8.0,True,9.3,2.0,2023-08-09 09:22:10 +00:00,locked,,,
139,95,Lead,12.1,21,47,8351,Semi-final,45.5,1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:31:22 +00:00,locked,True,False,
140,98,Boulder,18.9,20,49,8351,Semi-final,32.9,928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10826.0,1,False,5.0,False,5.0,True,4.8,3.0,2023-08-09 08:48:05 +00:00,locked,,,
141,98,Boulder,18.9,20,49,8351,Semi-final,32.9,928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10827.0,2,False,9.0,False,9.0,False,0.0,9.0,2023-08-09 08:59:46 +00:00,locked,,,
142,98,Boulder,18.9,20,49,8351,Semi-final,32.9,928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10828.0,3,False,8.0,False,8.0,True,4.9,2.0,2023-08-09 09:10:35 +00:00,locked,,,
143,98,Boulder,18.9,20,49,8351,Semi-final,32.9,928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10829.0,4,False,9.0,True,9.0,True,9.2,3.0,2023-08-09 09:22:21 +00:00,locked,,,
144,99,Lead,14.0,20,49,8351,Semi-final,32.9,928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023",10830.0,1,False,,,,,,,2023-08-09 19:59:38 +00:00,locked,False,False,0.0
