athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,rounds,comp_name
642,9.0,Molly,THOMPSON-SMITH,,,GBR,11,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '8.03', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 3, 'corrective_rank': 3, 'score': '46+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 20, 'corrective_rank': 21.5, 'score': '26'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '37+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '37+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:45 +00:00', 'status': 'locked'}]}, {'category_round_id': 8325, 'round_name': 'Final', 'score': '26+', 'ascents': [{'route_id': 10728, 'route_name': '1', 'top': False, 'score': '26+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 17:38:16 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1153,10.0,Vita,LUKAN,,,SLO,15,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '7.42', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 10, 'corrective_rank': 10, 'score': '38'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 4, 'corrective_rank': 5.5, 'score': '30+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '35+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '35+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:48 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
11462,11.0,Oriane,BERTONE,,,FRA,10,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '7.21', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 6, 'corrective_rank': 6.5, 'score': '40+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 8, 'corrective_rank': 8, 'score': '37+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '34+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '34+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:43 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
462,12.0,Manon,HILY,,,FRA,10,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '5.29', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': False, 'rank': 4, 'corrective_rank': 4, 'score': '43'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': False, 'rank': 7, 'corrective_rank': 7, 'score': '41'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '33', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '33', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:47 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
455,13.0,Hélène,JANICOT,,,FRA,10,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '9.17', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 14, 'corrective_rank': 14, 'score': '35+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 6, 'corrective_rank': 6, 'score': '43+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:15 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
2035,13.0,Jain,KIM,,,KOR,21,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '8.37', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': False, 'rank': 5, 'corrective_rank': 5, 'score': '41'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 14, 'corrective_rank': 14, 'score': '32+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:30 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
13021,13.0,Anastasia,SANDERS,,,USA,20,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '6.63', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 8, 'corrective_rank': 8, 'score': '39+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 4, 'corrective_rank': 5.5, 'score': '30+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 10:50:50 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
13558,13.0,Yejoo,SEO,,,KOR,21,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '12.37', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 9, 'corrective_rank': 9, 'score': '38+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 16, 'corrective_rank': 17, 'score': '27'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:13 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3594,13.0,Lynn,VAN DER MEER,,,NED,50,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '12.33', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 8, 'corrective_rank': 8, 'score': '39+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 17, 'corrective_rank': 19, 'score': '27+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:07 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
13041,18.0,Nonoha,KUME,,,JPN,25,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '3.67', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 4, 'corrective_rank': 4.5, 'score': '46'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 3, 'corrective_rank': 3, 'score': '32+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 11:09:09 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1181,18.0,Lucija,TARKUS,,,SLO,15,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '13.86', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': False, 'rank': 12, 'corrective_rank': 12, 'score': '37'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 16, 'score': '30+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '32', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '32', 'plus': False, 'restarted': False, 'time_ms': None, 'modified': '2023-08-06 09:26:57 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
620,20.0,Zélia,AVEZOU,,,FRA,10,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '7.83', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 17.5, 'score': '32+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 2, 'corrective_rank': 3.5, 'score': '44+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '28', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '28', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:32 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
11546,21.0,Sara,COPAR,,,SLO,15,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '10.75', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 10, 'corrective_rank': 10.5, 'score': '37+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 10, 'corrective_rank': 11, 'score': '33+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '27+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '27+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:13 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
947,21.0,Camilla,MORONI,,,ITA,13,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '9.0', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 9, 'corrective_rank': 9, 'score': '38+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': False, 'rank': 9, 'corrective_rank': 9, 'score': '36'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '27+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '27+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:17 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1266,21.0,Mattea,PÖTZI,,,AUT,16,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '13.23', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 11, 'corrective_rank': 12.5, 'score': '32+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 13, 'corrective_rank': 14, 'score': '27+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '27+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '27+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:11 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3840,24.0,Stasa,GEJO,,,SRB,56,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '9.08', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 15, 'corrective_rank': 15, 'score': '32'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 4, 'corrective_rank': 5.5, 'score': '30+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '25+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '25+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:16 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
13596,25.0,Zhilu,LUO,,,CHN,37,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '8.29', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 11, 'corrective_rank': 12.5, 'score': '32+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 4, 'corrective_rank': 5.5, 'score': '30+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '24', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '24', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:27 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
12324,26.0,Martina,DEMMEL,,,GER,6,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '13.23', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 11, 'corrective_rank': 12.5, 'score': '32+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 13, 'corrective_rank': 14, 'score': '27+'}]}, {'category_round_id': 8323, 'round_name': 'Semi-final', 'score': '22+', 'ascents': [{'route_id': 10726, 'route_name': '1', 'top': False, 'score': '22+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-06 09:17:09 +00:00', 'status': 'locked'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1400,27.0,Eliska,ADAMOVSKA,,,CZE,17,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '15.08', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 17.5, 'score': '32+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': False, 'rank': 13, 'corrective_rank': 13, 'score': '33'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1803,27.0,Natalia,GROSSMAN,,,USA,20,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '13.25', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 4, 'corrective_rank': 4.5, 'score': '46'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 32, 'corrective_rank': 39, 'score': '13+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
14031,29.0,Chaeyeong,KIM,,,KOR,21,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '15.73', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 21, 'corrective_rank': 22.5, 'score': '27+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 10, 'corrective_rank': 11, 'score': '33+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
11783,29.0,Ryu,NAKAGAWA,,,JPN,25,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '14.14', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 25, 'corrective_rank': 25, 'score': '24+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 8, 'corrective_rank': 8, 'score': '30'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
895,31.0,Ilaria,SCOLARIS,,,ITA,13,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '15.1', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 24, 'corrective_rank': 24, 'score': '25+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 9, 'corrective_rank': 9.5, 'score': '28+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1438,31.0,Michaela,SMETANOVA,,,CZE,17,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '16.2', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 17.5, 'score': '32+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 15, 'corrective_rank': 15, 'score': '31+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
4017,33.0,Ayala,KEREM,,,ISR,60,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '15.35', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 18, 'corrective_rank': 20.5, 'score': '28'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 11, 'corrective_rank': 11.5, 'score': '28'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3113,33.0,Hannah,MEUL,,,GER,6,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '16.88', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 15, 'corrective_rank': 15, 'score': '34+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 17, 'corrective_rank': 19, 'score': '27+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1750,35.0,Kyra,CONDIE,,,USA,20,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '16.75', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 16.5, 'score': '29+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 16, 'corrective_rank': 17, 'score': '27'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
4330,35.0,Lucia,DÖRFFEL,,,GER,6,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '16.91', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 13, 'corrective_rank': 13, 'score': '36+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': False, 'rank': 22, 'corrective_rank': 22, 'score': '27'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1486,37.0,Ievgeniia,KAZBEKOVA,,,UKR,18,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '17.15', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 10, 'corrective_rank': 10.5, 'score': '37+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 23, 'corrective_rank': 28, 'score': '24+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3465,37.0,Elnaz,REKABI,,,IRI,49,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '16.94', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 18, 'corrective_rank': 20.5, 'score': '28'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 13, 'corrective_rank': 14, 'score': '27+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3911,39.0,Alejandra,CONTRERAS,,,CHI,58,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '17.71', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 16.5, 'score': '29+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 19, 'corrective_rank': 19, 'score': '26+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3426,39.0,Anne-sophie,KOLLER,,,SUI,8,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '19.49', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 20, 'corrective_rank': 20, 'score': '30+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 17, 'corrective_rank': 19, 'score': '27+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
12297,41.0,Anon,MATSUFUJI,,,JPN,25,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '21.75', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 39, 'corrective_rank': 43, 'score': '18+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 10, 'corrective_rank': 11, 'score': '33+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1565,41.0,Alannah,YIP,,,CAN,19,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '18.67', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 18, 'corrective_rank': 20.5, 'score': '28'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 16, 'corrective_rank': 17, 'score': '27'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
316,43.0,Chloe,CAULIER,,,BEL,9,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '22.14', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 16, 'corrective_rank': 17.5, 'score': '32+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 23, 'corrective_rank': 28, 'score': '24+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
914,43.0,Giorgia,TESIO,,,ITA,13,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '20.99', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 18, 'corrective_rank': 20.5, 'score': '28'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 20, 'corrective_rank': 21.5, 'score': '26'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1577,45.0,Rebecca,FRANGOS,,,CAN,19,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '22.08', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': True, 'rank': 11, 'corrective_rank': 12.5, 'score': '32+'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 32, 'corrective_rank': 39, 'score': '13+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
2501,45.0,Oceania,MACKENZIE,,,AUS,28,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '23.27', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 28, 'corrective_rank': 28.5, 'score': '20+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 17, 'corrective_rank': 19, 'score': '27+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3374,47.0,Margarita,AGAMBAYEVA,,,KAZ,47,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '23.96', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 18, 'corrective_rank': 20.5, 'score': '28'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 27, 'corrective_rank': 28, 'score': '21'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
4018,47.0,Maya,DREAMER,,,ISR,60,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '25.1', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 21, 'corrective_rank': 22.5, 'score': '27+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 23, 'corrective_rank': 28, 'score': '24+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3979,47.0,Valeri,KREMER,,,ISR,60,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '23.96', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 18, 'corrective_rank': 20.5, 'score': '28'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': False, 'rank': 27, 'corrective_rank': 28, 'score': '21'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
4002,47.0,Noa,SHIRAN,,,ISR,60,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '25.1', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 21, 'corrective_rank': 22.5, 'score': '27+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 23, 'corrective_rank': 28, 'score': '24+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1240,47.0,Franziska,STERRER,,,AUT,16,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '25.1', 'starting_group': 'Group B', 'ascents': [{'route_id': 10819, 'route_name': '1', 'top': False, 'plus': True, 'rank': 21, 'corrective_rank': 22.5, 'score': '27+'}, {'route_id': 10820, 'route_name': '2', 'top': False, 'plus': True, 'rank': 23, 'corrective_rank': 28, 'score': '24+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
1650,52.0,Indiana,CHAPMAN,,,CAN,19,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '26.24', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 26, 'corrective_rank': 27, 'score': '24'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 25, 'corrective_rank': 25.5, 'score': '21+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
3880,53.0,Zoé,EGLI,,,SUI,8,"[{'category_round_id': 7702, 'round_name': 'Qualification', 'score': '26.38', 'starting_group': 'Group A', 'ascents': [{'route_id': 10817, 'route_name': '1', 'top': False, 'plus': False, 'rank': 29, 'corrective_rank': 29, 'score': '23'}, {'route_id': 10818, 'route_name': '2', 'top': False, 'plus': True, 'rank': 24, 'corrective_rank': 24, 'score': '25+'}]}]","IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
