athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,rounds,comp_name
2047,27.0,Sol,SA,,,KOR,21,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18 \xa0\xa032.  |  31 \xa0\xa021. [26.92]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1811,28.0,Brooke,RABOUTOU,,,USA,20,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '26+\xa0\xa017.  |  20+\xa0\xa043. [28.62]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
4301,29.0,Michelle,HULLIGER,,,SUI,8,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18+\xa0\xa025.  |  25+\xa0\xa028. [28.74]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3594,30.0,Lynn,VAN DER MEER,,,NED,50,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '25+\xa0\xa020.  |  20+\xa0\xa043. [30.17]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3161,31.0,Valentina,AGUADO,,,ARG,41,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18 \xa0\xa032.  |  25+\xa0\xa028. [31.90]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2671,32.0,Kajsa,ROSEN,,,SWE,32,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '22+\xa0\xa022.  |  20+\xa0\xa043. [32.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
586,33.0,Léa,DELACQUIS,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '26+\xa0\xa017.  |  17 \xa0\xa062. [33.81]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2270,34.0,Yuki,HIROSHIGE,,,JPN,25,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18+\xa0\xa025.  |  20.3+\xa0\xa042. [34.29]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2267,35.0,Risa,OTA,,,JPN,25,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  32 \xa0\xa020. [35.36]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2771,36.0,Vanda,MICHALKOVA,,,SVK,34,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18 \xa0\xa032.  |  20.5+\xa0\xa038. [36.68]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
457,37.0,Nolwen,BERTHIER,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12+\xa0\xa052.  |  27+\xa0\xa025. [36.74]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3880,38.0,Zoé,EGLI,,,SUI,8,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18+\xa0\xa025.  |  19+\xa0\xa049. [37.79]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1577,38.0,Rebecca,FRANGOS,,,CAN,19,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18+\xa0\xa025.  |  19+\xa0\xa049. [37.79]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
561,40.0,Camille,POUGET,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17 \xa0\xa041.  |  24+\xa0\xa033. [37.95]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3060,41.0,Tina Johnsen,HAFSAAS,,,NOR,39,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '13 \xa0\xa048.  |  25+\xa0\xa028. [38.21]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2070,42.0,Lan,KIM,,,KOR,21,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17+\xa0\xa038.  |  20+\xa0\xa043. [42.12]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2371,42.0,Miu,KURITA,,,JPN,25,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17+\xa0\xa038.  |  20+\xa0\xa043. [42.12]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1750,44.0,Kyra,CONDIE,,,USA,20,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  25+\xa0\xa028. [42.94]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
4330,45.0,Lucia,DÖRFFEL,,,GER,6,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12+\xa0\xa052.  |  22.5+\xa0\xa035. [43.47]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
462,46.0,Manon,HILY,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '13 \xa0\xa048.  |  20.5+\xa0\xa038. [43.94]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
517,47.0,Bréanne,ROBERT,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '18+\xa0\xa025.  |  15+\xa0\xa067. [43.95]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
515,48.0,Léna,GROSPIRON,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17 \xa0\xa041.  |  20+\xa0\xa043. [44.23]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2501,49.0,Oceania,MACKENZIE,,,AUS,28,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  24+\xa0\xa033. [45.76]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1565,50.0,Alannah,YIP,,,CAN,19,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  21+\xa0\xa036. [47.76]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
693,51.0,Emily,PHILLIPS,,,GBR,11,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17 \xa0\xa041.  |  19 \xa0\xa054. [48.85]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1270,52.0,Sandra,LETTNER,,,AUT,16,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  20.5+\xa0\xa038. [49.37]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
316,53.0,Chloe,CAULIER,,,BEL,9,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11 \xa0\xa067.  |  21+\xa0\xa036. [50.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3209,54.0,Andrea,ROJAS,,,ECU,44,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '13 \xa0\xa048.  |  19+\xa0\xa049. [50.24]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1870,55.0,Sienna,KOPF,,,USA,20,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17 \xa0\xa041.  |  18+\xa0\xa058. [50.58]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
895,56.0,Ilaria,SCOLARIS,,,ITA,13,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '17 \xa0\xa041.  |  17 \xa0\xa062. [52.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
479,57.0,Anouck,JAUBERT,,,FRA,10,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '13 \xa0\xa048.  |  19 \xa0\xa054. [52.41]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
4260,58.0,Sofya,YOKOYAMA,,,SUI,8,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '13+\xa0\xa047.  |  18+\xa0\xa058. [52.88]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2935,59.0,Rong,JIANG,,,CHN,37,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12+\xa0\xa052.  |  19 \xa0\xa054. [54.74]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
697,59.0,Joanna,NEAME,,,GBR,11,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12+\xa0\xa052.  |  19 \xa0\xa054. [54.74]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3130,61.0,Katherine,CHOONG,,,SUI,8,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  19+\xa0\xa049. [56.46]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
810,62.0,Maria,BENACH ZUBERO,,,ESP,12,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '15+\xa0\xa046.  |  15 \xa0\xa072. [58.15]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2879,63.0,Natalia,KALUCKA,,,POL,36,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11 \xa0\xa067.  |  19+\xa0\xa049. [59.11]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
828,64.0,Rut,MONSECH GASCA,,,ESP,12,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12 \xa0\xa057.  |  16 \xa0\xa066. [61.60]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1579,65.0,Allison,VEST,,,CAN,19,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12 \xa0\xa057.  |  15+\xa0\xa067. [62.99]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
640,66.0,Rhoslyn,FRUGTNIET,,,GBR,11,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  17 \xa0\xa062. [63.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1650,67.0,Indiana,CHAPMAN,,,CAN,19,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '12+\xa0\xa052.  |  15 \xa0\xa072. [63.00]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
1616,68.0,Sophie,BUITENDYK,,,CAN,19,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11+\xa0\xa059.  |  15+\xa0\xa067. [65.67]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3424,69.0,Käthe,ATKINS,,,GER,6,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '9+\xa0\xa071.  |  18+\xa0\xa058. [65.91]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
977,69.0,Silvia,CASSOL,,,ITA,13,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '9+\xa0\xa071.  |  18+\xa0\xa058. [65.91]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2018,71.0,Leonie,LOCHNER,,,GER,6,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11 \xa0\xa067.  |  17 \xa0\xa062. [65.95]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2857,72.0,Patrycja,CHUDZIAK,,,POL,36,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '11 \xa0\xa067.  |  15 \xa0\xa072. [70.96]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
11526,73.0,Rachelle,DE CHARMOY,,,RSA,14,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '9+\xa0\xa071.  |  15+\xa0\xa067. [70.97]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2878,74.0,Aleksandra,KALUCKA,,,POL,36,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '7+\xa0\xa077.  |  15+\xa0\xa067. [72.89]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
4997,75.0,Amanda,SPEED,,,NZL,53,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '9+\xa0\xa071.  |  12+\xa0\xa076. [74.48]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2488,76.0,Lucinda Ann,TURNBULL,,,AUS,28,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '9 \xa0\xa076.  |  15 \xa0\xa072. [74.74]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
3759,77.0,Sarah,TETZLAFF,,,NZL,53,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '9+\xa0\xa071.  |  9+\xa0\xa078. [75.70]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2855,78.0,Anna,BROZEK,,,POL,36,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '5+\xa0\xa079.  |  11 \xa0\xa077. [77.99]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2490,79.0,Roxy,PERRY,,,AUS,28,"[{'category_round_id': 5519, 'round_name': 'Qualification', 'score': '7 \xa0\xa078.  |  9+\xa0\xa078. [78.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 
2035,1.0,Jain,KIM,,,KOR,21,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': 'Top', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '47+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1121,2.0,Maja,STREMFELJ,,,SLO,15,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38-', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '47+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1122,3.0,Mina,MARKOVIC,,,SLO,15,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38 ', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '46-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
306,4.0,Muriel,SARKANY,,,BEL,9,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38-', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '46-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1219,5.0,Johanna,ERNST,,,AUT,16,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38-', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '45 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
438,6.0,Caroline,CIAVALDINI,,,FRA,10,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38 ', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '45-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
445,7.0,Charlotte,DURIF,,,FRA,10,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38-', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '45-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2251,7.0,Yuka,KOBAYASHI,,,JPN,25,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38-', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '45-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2253,7.0,Akiyo,NOGUCHI,,,JPN,25,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38-', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '45-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4917,10.0,Florence,PINET,,,FRA,10,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '43+', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '43+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1207,11.0,Angela,EITER,,,AUT,16,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '38 ', 'speed_elimination_stages': []}, {'category_round_id': 1211, 'round_name': 'Final', 'score': '43 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1210,12.0,Christine,SCHRANZ,,,AUT,16,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '36+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
58,13.0,Yana,CHERESHNEVA,,,RUS,7,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '36 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1202,14.0,Barbara,BACHER,,,AUT,16,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '36-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
442,14.0,Alizée,DUFRAISSE,,,FRA,10,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '36-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1119,14.0,Natalija,GROS,,,SLO,15,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '36-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2823,17.0,Juliane,WURM,,,GER,6,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '33-', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
427,18.0,Cecile,AVEZOU,,,FRA,10,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '32+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4535,18.0,Alexandra,EYER,,,SUI,8,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '32+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
5403,18.0,Nelly,KUDROVA,,,CZE,17,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '32+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2043,21.0,Seuran,HAN,,,KOR,21,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '30 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4916,22.0,Mathilde,BRUMAGNE,,,BEL,9,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '60-\xa0\xa024.  |  Top\xa0\xa01. [18.33]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '29 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
848,23.0,Jenny,LAVARDA,,,ITA,13,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '25 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
5473,24.0,Lucie,HROZOVA,,,CZE,17,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '58 \xa0\xa026.  |  Top\xa0\xa01. [19.26]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '23 ', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4922,25.0,Asja,GOSAR,,,SLO,15,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '58+\xa0\xa025.  |  Top\xa0\xa01. [18.71]', 'speed_elimination_stages': []}, {'category_round_id': 1210, 'round_name': 'Semi-Final', 'score': '22+', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
49,26.0,Evgeniia,MALAMID,,,RUS,7,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [12.96]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
5013,27.0,Malgorzata,KUSZTELAK,,,POL,36,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '54 \xa0\xa028.  |  Top\xa0\xa01. [19.80]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4552,28.0,Zuzana,CINTALOVA,,,SVK,34,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '58 \xa0\xa026.  |  80+\xa0\xa028. [27.24]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
5190,29.0,Sona,HNIZDILOVA,,,CZE,17,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '54-\xa0\xa029.  |  56-\xa0\xa030. [29.50]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4702,30.0,Olena,OSTAPENKO,,,UKR,18,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '52+\xa0\xa030.  |  78 \xa0\xa029. [29.98]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4923,31.0,Agata,MODRZEJEWSKA,,,POL,36,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '52+\xa0\xa030.  |  50+\xa0\xa031. [31.25]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1358,32.0,Helena,LIPENSKA,,,CZE,17,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '52+\xa0\xa030.  |  50 \xa0\xa033. [31.98]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1360,33.0,Silvie,RAJFOVA,,,CZE,17,"[{'category_round_id': 1209, 'round_name': 'Qualification', 'score': '48 \xa0\xa033.  |  50+\xa0\xa031. [32.24]', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1147,1.0,Janja,GARNBRET,,,SLO,15,"[{'category_round_id': 5998, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [3.50]', 'speed_elimination_stages': []}, {'category_round_id': 5999, 'round_name': 'Semi-Final', 'score': 'Top', 'speed_elimination_stages': []}, {'category_round_id': 6000, 'round_name': 'Final', 'score': 'Top', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017
2035,2.0,Jain,KIM,,,KOR,21,"[{'category_round_id': 5998, 'round_name': 'Qualification', 'score': 'Top\xa0\xa01.  |  Top\xa0\xa01. [3.50]', 'speed_elimination_stages': []}, {'category_round_id': 5999, 'round_name': 'Semi-Final', 'score': '33+', 'speed_elimination_stages': []}, {'category_round_id': 6000, 'round_name': 'Final', 'score': 'Top', 'speed_elimination_stages': []}]",IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017
