,category_round_id,round_name,score,combined_stages,athlete_id,rank,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name
20,8353,Final,93.5,"[{'stage_name': 'Boulder', 'stage_score': 54.4, 'stage_rank': 5, 'ascents': [{'route_id': 10836, 'route_name': '1', 'top': False, 'top_tries': 5, 'zone': True, 'zone_tries': 3, 'low_zone': True, 'points': 9.8, 'low_zone_tries': 1, 'modified': '2023-08-11 17:29:07 +00:00', 'status': 'locked'}, {'route_id': 10837, 'route_name': '2', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-11 17:51:22 +00:00', 'status': 'locked'}, {'route_id': 10838, 'route_name': '3', 'top': False, 'top_tries': 4, 'zone': True, 'zone_tries': 4, 'low_zone': True, 'points': 9.7, 'low_zone_tries': 3, 'modified': '2023-08-11 18:10:42 +00:00', 'status': 'locked'}, {'route_id': 10839, 'route_name': '4', 'top': True, 'top_tries': 2, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 24.9, 'low_zone_tries': 1, 'modified': '2023-08-11 18:31:46 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 39.1, 'stage_rank': 7, 'ascents': [{'route_id': 10840, 'route_name': '1', 'top': False, 'score': '34+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-11 19:53:42 +00:00', 'status': 'locked'}]}]",2294,7,Miho,NONAKA,,,JPN,25,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
21,8349,Qualification,501.0,"[{'stage_name': 'Boulder', 'stage_score': '260', 'stage_rank': 14, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '241.0', 'stage_rank': 13, 'ascents': []}]",13021,8,Anastasia,SANDERS,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
22,8351,Semi-final,92.5,"[{'stage_name': 'Boulder', 'stage_score': 53.5, 'stage_rank': 5, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 5, 'zone': True, 'zone_tries': 4, 'low_zone': True, 'points': 9.7, 'low_zone_tries': 4, 'modified': '2023-08-09 08:47:59 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 7, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 9.9, 'low_zone_tries': 2, 'modified': '2023-08-09 08:59:41 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 9, 'zone': True, 'zone_tries': 9, 'low_zone': True, 'points': 9.2, 'low_zone_tries': 1, 'modified': '2023-08-09 09:10:28 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': True, 'top_tries': 4, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 24.7, 'low_zone_tries': 2, 'modified': '2023-08-09 09:22:16 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 39, 'stage_rank': 15, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '36', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:31:59 +00:00', 'status': 'locked'}]}]",13021,8,Anastasia,SANDERS,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
23,8353,Final,69.7,"[{'stage_name': 'Boulder', 'stage_score': 24.6, 'stage_rank': 7, 'ascents': [{'route_id': 10836, 'route_name': '1', 'top': False, 'top_tries': 7, 'zone': True, 'zone_tries': 3, 'low_zone': True, 'points': 9.8, 'low_zone_tries': 1, 'modified': '2023-08-11 17:20:42 +00:00', 'status': 'locked'}, {'route_id': 10837, 'route_name': '2', 'top': False, 'top_tries': 4, 'zone': False, 'zone_tries': 4, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-11 17:41:35 +00:00', 'status': 'locked'}, {'route_id': 10838, 'route_name': '3', 'top': False, 'top_tries': 3, 'zone': False, 'zone_tries': 3, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-11 18:01:36 +00:00', 'status': 'locked'}, {'route_id': 10839, 'route_name': '4', 'top': False, 'top_tries': 8, 'zone': False, 'zone_tries': 8, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-11 18:23:49 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 45.1, 'stage_rank': 6, 'ascents': [{'route_id': 10840, 'route_name': '1', 'top': False, 'score': '36+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-11 19:42:40 +00:00', 'status': 'locked'}]}]",13021,8,Anastasia,SANDERS,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
24,8349,Qualification,613.0,"[{'stage_name': 'Boulder', 'stage_score': '545', 'stage_rank': 5, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '68.0', 'stage_rank': 27, 'ascents': []}]",1803,9,Natalia,GROSSMAN,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
25,8351,Semi-final,88.5,"[{'stage_name': 'Boulder', 'stage_score': 34.4, 'stage_rank': 10, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 08:48:16 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 7, 'zone': False, 'zone_tries': 7, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 08:59:47 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 7, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 9.9, 'low_zone_tries': 2, 'modified': '2023-08-09 09:10:35 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 8, 'zone': True, 'zone_tries': 6, 'low_zone': True, 'points': 9.5, 'low_zone_tries': 1, 'modified': '2023-08-09 09:22:22 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 54.1, 'stage_rank': 6, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '41+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:59:45 +00:00', 'status': 'locked'}]}]",1803,9,Natalia,GROSSMAN,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
26,8349,Qualification,700.5,"[{'stage_name': 'Boulder', 'stage_score': '10.5', 'stage_rank': 45, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '690', 'stage_rank': 3, 'ascents': []}]",2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
27,8351,Semi-final,86.4,"[{'stage_name': 'Boulder', 'stage_score': 29.3, 'stage_rank': 15, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 4, 'zone': True, 'zone_tries': 3, 'low_zone': True, 'points': 9.8, 'low_zone_tries': 2, 'modified': '2023-08-09 08:48:21 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 7, 'zone': False, 'zone_tries': 7, 'low_zone': True, 'points': 4.8, 'low_zone_tries': 3, 'modified': '2023-08-09 08:59:48 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 8, 'zone': True, 'zone_tries': 3, 'low_zone': True, 'points': 9.8, 'low_zone_tries': 2, 'modified': '2023-08-09 09:10:36 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 9, 'zone': False, 'zone_tries': 9, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-09 09:22:22 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 57.1, 'stage_rank': 5, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '42+', 'plus': True, 'restarted': False, 'time_ms': None, 'modified': '2023-08-09 20:00:04 +00:00', 'status': 'locked'}]}]",2080,10,Chaehyun,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
28,8349,Qualification,431.66,"[{'stage_name': 'Boulder', 'stage_score': '131.66', 'stage_rank': 21, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '300', 'stage_rank': 12, 'ascents': []}]",462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
29,8351,Semi-final,82.3,"[{'stage_name': 'Boulder', 'stage_score': 28.2, 'stage_rank': 16, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 9.9, 'low_zone_tries': 1, 'modified': '2023-08-09 08:47:54 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 5, 'zone': True, 'zone_tries': 4, 'low_zone': True, 'points': 9.7, 'low_zone_tries': 1, 'modified': '2023-08-09 08:10:34 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 13, 'zone': False, 'zone_tries': 13, 'low_zone': True, 'points': 4, 'low_zone_tries': 11, 'modified': '2023-08-09 09:10:26 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 9, 'zone': False, 'zone_tries': 9, 'low_zone': True, 'points': 4.6, 'low_zone_tries': 5, 'modified': '2023-08-09 09:22:09 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 54.1, 'stage_rank': 6, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '41+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:31:31 +00:00', 'status': 'locked'}]}]",462,11,Manon,HILY,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
30,8349,Qualification,565.0,"[{'stage_name': 'Boulder', 'stage_score': '185', 'stage_rank': 18, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '380', 'stage_rank': 9, 'ascents': []}]",642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
31,8351,Semi-final,78.7,"[{'stage_name': 'Boulder', 'stage_score': 24.6, 'stage_rank': 17, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 2, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 9.9, 'low_zone_tries': 1, 'modified': '2023-08-09 08:48:03 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 6, 'zone': False, 'zone_tries': 6, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-09 08:59:43 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 9, 'zone': False, 'zone_tries': 9, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 09:10:35 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 5, 'zone': False, 'zone_tries': 5, 'low_zone': True, 'points': 4.8, 'low_zone_tries': 3, 'modified': '2023-08-09 09:22:20 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 54.1, 'stage_rank': 6, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '41+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:59:33 +00:00', 'status': 'locked'}]}]",642,12,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
32,8349,Qualification,248.4,"[{'stage_name': 'Boulder', 'stage_score': '7.4', 'stage_rank': 49, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '241.0', 'stage_rank': 13, 'ascents': []}]",455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
33,8351,Semi-final,73.6,"[{'stage_name': 'Boulder', 'stage_score': 19.6, 'stage_rank': 18, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 9.9, 'low_zone_tries': 2, 'modified': '2023-08-09 08:47:20 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 9, 'zone': False, 'zone_tries': 9, 'low_zone': False, 'points': 0, 'low_zone_tries': 9, 'modified': '2023-08-09 08:59:19 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 8, 'zone': False, 'zone_tries': 8, 'low_zone': True, 'points': 4.7, 'low_zone_tries': 4, 'modified': '2023-08-09 09:10:14 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 6, 'zone': False, 'zone_tries': 6, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 09:22:02 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 54, 'stage_rank': 12, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '41', 'plus': False, 'restarted': False, 'time_ms': None, 'modified': '2023-08-09 19:31:11 +00:00', 'status': 'locked'}]}]",455,13,Hélène,JANICOT,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
34,8349,Qualification,649.5,"[{'stage_name': 'Boulder', 'stage_score': '39.5', 'stage_rank': 31, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '610', 'stage_rank': 4, 'ascents': []}]",1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
35,8351,Semi-final,73.6,"[{'stage_name': 'Boulder', 'stage_score': 34.5, 'stage_rank': 9, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 08:48:13 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 6, 'zone': False, 'zone_tries': 6, 'low_zone': True, 'points': 4.8, 'low_zone_tries': 3, 'modified': '2023-08-09 08:59:47 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 6, 'zone': True, 'zone_tries': 4, 'low_zone': True, 'points': 9.7, 'low_zone_tries': 1, 'modified': '2023-08-09 09:10:35 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 4, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 09:22:22 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 39.1, 'stage_rank': 13, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '36+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:59:51 +00:00', 'status': 'locked'}]}]",1161,14,Mia,KRAMPL,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
36,8349,Qualification,765.0,"[{'stage_name': 'Boulder', 'stage_score': '610', 'stage_rank': 4, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '155', 'stage_rank': 20, 'ascents': []}]",620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
37,8351,Semi-final,73.3,"[{'stage_name': 'Boulder', 'stage_score': 34.3, 'stage_rank': 11, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 2, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 08:48:18 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 4, 'zone': False, 'zone_tries': 4, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 08:59:49 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 7, 'zone': True, 'zone_tries': 4, 'low_zone': True, 'points': 9.7, 'low_zone_tries': 4, 'modified': '2023-08-09 09:10:40 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 7, 'zone': True, 'zone_tries': 5, 'low_zone': True, 'points': 9.6, 'low_zone_tries': 3, 'modified': '2023-08-09 09:22:26 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 39, 'stage_rank': 15, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '36', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 20:00:10 +00:00', 'status': 'locked'}]}]",620,15,Zélia,AVEZOU,,,FRA,10,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
38,8349,Qualification,465.5,"[{'stage_name': 'Boulder', 'stage_score': '455', 'stage_rank': 7, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '10.5', 'stage_rank': 45, 'ascents': []}]",2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
39,8351,Semi-final,71.0,"[{'stage_name': 'Boulder', 'stage_score': 34.9, 'stage_rank': 8, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 2, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 08:47:56 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 5, 'zone': True, 'zone_tries': 2, 'low_zone': True, 'points': 9.9, 'low_zone_tries': 1, 'modified': '2023-08-09 08:59:39 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 5, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 09:10:27 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 6, 'zone': False, 'zone_tries': 6, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 08:42:03 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 36.1, 'stage_rank': 17, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '35+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:31:57 +00:00', 'status': 'locked'}]}]",2501,16,Oceania,MACKENZIE,,,AUS,28,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
40,8349,Qualification,357.4,"[{'stage_name': 'Boulder', 'stage_score': '7.4', 'stage_rank': 49, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '350', 'stage_rank': 10, 'ascents': []}]",1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
41,8351,Semi-final,65.5,"[{'stage_name': 'Boulder', 'stage_score': 29.4, 'stage_rank': 14, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 08:47:47 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 6, 'zone': False, 'zone_tries': 6, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-09 08:59:27 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 8, 'zone': True, 'zone_tries': 6, 'low_zone': True, 'points': 9.5, 'low_zone_tries': 4, 'modified': '2023-08-09 09:10:20 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 7, 'zone': False, 'zone_tries': 7, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 09:22:09 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 36.1, 'stage_rank': 17, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '35+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:31:26 +00:00', 'status': 'locked'}]}]",1153,17,Vita,LUKAN,,,SLO,15,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
42,8349,Qualification,381.5,"[{'stage_name': 'Boulder', 'stage_score': '350', 'stage_rank': 10, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '31.5', 'stage_rank': 33, 'ascents': []}]",4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
43,8351,Semi-final,53.8,"[{'stage_name': 'Boulder', 'stage_score': 33.8, 'stage_rank': 12, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 4, 'zone': False, 'zone_tries': 4, 'low_zone': True, 'points': 5, 'low_zone_tries': 1, 'modified': '2023-08-09 08:47:51 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 6, 'zone': True, 'zone_tries': 3, 'low_zone': True, 'points': 9.8, 'low_zone_tries': 2, 'modified': '2023-08-09 08:59:28 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 9, 'zone': True, 'zone_tries': 6, 'low_zone': True, 'points': 9.5, 'low_zone_tries': 3, 'modified': '2023-08-09 09:10:20 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 6, 'zone': True, 'zone_tries': 6, 'low_zone': True, 'points': 9.5, 'low_zone_tries': 1, 'modified': '2023-08-09 09:22:12 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 20, 'stage_rank': 19, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '28', 'plus': False, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:31:28 +00:00', 'status': 'locked'}]}]",4017,18,Ayala,KEREM,,,ISR,60,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
44,8349,Qualification,248.4,"[{'stage_name': 'Boulder', 'stage_score': '7.4', 'stage_rank': 49, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '241.0', 'stage_rank': 13, 'ascents': []}]",13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
45,8351,Semi-final,53.0,"[{'stage_name': 'Boulder', 'stage_score': 13.9, 'stage_rank': 21, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 9, 'zone': False, 'zone_tries': 9, 'low_zone': True, 'points': 4.2, 'low_zone_tries': 9, 'modified': '2023-08-09 08:47:26 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 11, 'zone': False, 'zone_tries': 11, 'low_zone': False, 'points': 0, 'low_zone_tries': 11, 'modified': '2023-08-09 08:59:19 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 11, 'zone': False, 'zone_tries': 11, 'low_zone': True, 'points': 4.8, 'low_zone_tries': 3, 'modified': '2023-08-09 09:10:18 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 6, 'zone': False, 'zone_tries': 6, 'low_zone': True, 'points': 4.9, 'low_zone_tries': 2, 'modified': '2023-08-09 09:22:03 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 39.1, 'stage_rank': 13, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '36+', 'plus': True, 'restarted': False, 'time_ms': 0, 'modified': '2023-08-09 19:56:51 +00:00', 'status': 'locked'}]}]",13558,19,Yejoo,SEO,,,KOR,21,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
46,8349,Qualification,265.5,"[{'stage_name': 'Boulder', 'stage_score': '240', 'stage_rank': 15, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '25.5', 'stage_rank': 35, 'ascents': []}]",1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
47,8351,Semi-final,45.5,"[{'stage_name': 'Boulder', 'stage_score': 33.4, 'stage_rank': 13, 'ascents': [{'route_id': 10826, 'route_name': '1', 'top': False, 'top_tries': 3, 'zone': True, 'zone_tries': 1, 'low_zone': True, 'points': 10, 'low_zone_tries': 1, 'modified': '2023-08-09 08:47:38 +00:00', 'status': 'locked'}, {'route_id': 10827, 'route_name': '2', 'top': False, 'top_tries': 10, 'zone': False, 'zone_tries': 10, 'low_zone': True, 'points': 4.4, 'low_zone_tries': 7, 'modified': '2023-08-09 08:59:28 +00:00', 'status': 'locked'}, {'route_id': 10828, 'route_name': '3', 'top': False, 'top_tries': 9, 'zone': True, 'zone_tries': 4, 'low_zone': True, 'points': 9.7, 'low_zone_tries': 2, 'modified': '2023-08-09 09:10:18 +00:00', 'status': 'locked'}, {'route_id': 10829, 'route_name': '4', 'top': False, 'top_tries': 8, 'zone': True, 'zone_tries': 8, 'low_zone': True, 'points': 9.3, 'low_zone_tries': 2, 'modified': '2023-08-09 09:22:10 +00:00', 'status': 'locked'}]}, {'stage_name': 'Lead', 'stage_score': 12.1, 'stage_rank': 21, 'ascents': [{'route_id': 10830, 'route_name': '1', 'top': False, 'score': '24+', 'plus': True, 'restarted': False, 'time_ms': None, 'modified': '2023-08-09 19:31:22 +00:00', 'status': 'locked'}]}]",1750,20,Kyra,CONDIE,,,USA,20,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
48,8349,Qualification,586.66,"[{'stage_name': 'Boulder', 'stage_score': '131.66', 'stage_rank': 21, 'ascents': []}, {'stage_name': 'Lead', 'stage_score': '455', 'stage_rank': 7, 'ascents': []}]",928,21,Laura,ROGORA,,,ITA,13,"IFSC - Climbing World Championships (B,L,S,B&L) - Bern (SUI) 2023"
