,route_id,route_name,top,plus,rank,corrective_rank,score,Unnamed: 0,category_round_id,round_name,athlete_id,firstname,lastname,paraclimbing_sport_class,sport_class_status,country,federation_id,comp_name,starting_group,speed_elimination_stages,restarted,time_ms,modified,status,ascents
958,,,,,13.0,,27+_0_018.  |  30+_0_012. [19.88],783,5499,Qualification,642,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
959,,,,,13.0,,28+,784,5500,Semi-Final,642,Molly,THOMPSON-SMITH,,,GBR,11,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
960,,,,,17.0,,27+_0_018.  |  29+_0_020. [23.95],785,5499,Qualification,147,Viktoriia,MESHKOVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
961,,,,,17.0,,28+,786,5500,Semi-Final,147,Viktoriia,MESHKOVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
962,,,,,18.0,,28+_0_012.  |  20+_0_045. [25.92],787,5499,Qualification,2294,Miho,NONAKA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
963,,,,,18.0,,28+,788,5500,Semi-Final,2294,Miho,NONAKA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
964,,,,,19.0,,27+_0_018.  |  30+_0_012. [19.88],789,5499,Qualification,469,Fanny,GIBERT,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
965,,,,,19.0,,28,790,5500,Semi-Final,469,Fanny,GIBERT,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
966,,,,,20.0,,30+_0_09.  |  29+_0_020. [14.23],791,5499,Qualification,1811,Brooke,RABOUTOU,,,USA,20,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
967,,,,,20.0,,26+,792,5500,Semi-Final,1811,Brooke,RABOUTOU,,,USA,20,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
968,,,,,21.0,,28+_0_012.  |  26 _0_032. [21.17],793,5499,Qualification,636,Shauna,COXSEY,,,GBR,11,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
969,,,,,21.0,,26+,794,5500,Semi-Final,636,Shauna,COXSEY,,,GBR,11,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
970,,,,,22.0,,28 _0_017.  |  28+_0_028. [22.01],795,5499,Qualification,1270,Sandra,LETTNER,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
971,,,,,22.0,,26+,796,5500,Semi-Final,1270,Sandra,LETTNER,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
972,,,,,23.0,,26+_0_035.  |  30+_0_012. [24.11],797,5499,Qualification,1222,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
973,,,,,23.0,,26+,798,5500,Semi-Final,1222,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
974,,,,,24.0,,27+_0_018.  |  29 _0_026. [26.00],799,5499,Qualification,328,Heloïse,DOUMONT,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
975,,,,,24.0,,26+,800,5500,Semi-Final,328,Heloïse,DOUMONT,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
976,,,,,24.0,,27+_0_018.  |  29 _0_026. [26.00],801,5499,Qualification,3246,Petra,KLINGLER,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
977,,,,,24.0,,26+,802,5500,Semi-Final,3246,Petra,KLINGLER,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
978,,,,,26.0,,27+_0_018.  |  30+_0_012. [19.88],803,5499,Qualification,2357,Futaba,ITO,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
979,,,,,26.0,,18.5+,804,5500,Semi-Final,2357,Futaba,ITO,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
980,,,,,27.0,,0 _0_086.  |  32 _0_07. [25.40],805,5499,Qualification,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
981,,,,,28.0,,29 _0_011.  |  19 _0_066. [27.35],806,5499,Qualification,1210,Christine,SCHRANZ,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
982,,,,,29.0,,27+_0_018.  |  27+_0_030. [27.66],807,5499,Qualification,144,Elena,KRASOVSKAIA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
983,,,,,30.0,,26+_0_035.  |  29+_0_020. [29.05],808,5499,Qualification,3594,Lynn,VAN DER MEER,,,NED,50,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
984,,,,,31.0,,27+_0_018.  |  21+_0_033. [30.92],809,5499,Qualification,1400,Eliska,ADAMOVSKA,,,CZE,17,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
985,,,,,31.0,,27+_0_018.  |  21+_0_033. [30.92],810,5499,Qualification,1565,Alannah,YIP,,,CAN,19,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
986,,,,,33.0,,28+_0_012.  |  14+_0_071. [32.08],811,5499,Qualification,1750,Kyra,CONDIE,,,USA,20,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
987,,,,,34.0,,23 _0_050.  |  29+_0_020. [33.71],812,5499,Qualification,3060,Tina Johnsen,HAFSAAS,,,NOR,39,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
988,,,,,35.0,,25+_0_042.  |  28+_0_028. [35.21],813,5499,Qualification,3254,Andrea,KÜMIN,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
989,,,,,36.0,,26 _0_041.  |  27 _0_031. [35.65],814,5499,Qualification,2047,Sol,SA,,,KOR,21,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
990,,,,,37.0,,14+_0_057.  |  29+_0_020. [36.74],815,5499,Qualification,1239,Julia,FISER,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
991,,,,,38.0,,27+_0_018.  |  20 _0_052. [37.62],816,5499,Qualification,928,Laura,ROGORA,,,ITA,13,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
992,,,,,38.0,,27+_0_018.  |  20 _0_052. [37.62],817,5499,Qualification,1224,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
993,,,,,40.0,,25+_0_042.  |  21+_0_033. [40.39],818,5499,Qualification,1797,Lauren,BAIR,,,USA,20,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
994,,,,,41.0,,27 _0_034.  |  20+_0_045. [40.40],819,5499,Qualification,3161,Valentina,AGUADO,,,ARG,41,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
995,,,,,42.0,,24+_0_047.  |  21+_0_033. [42.20],820,5499,Qualification,4002,Noa,SHIRAN,,,ISR,60,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
996,,,,,43.0,,27+_0_018.  |  14+_0_071. [43.29],821,5499,Qualification,2070,Lan,KIM,,,KOR,21,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
997,,,,,44.0,,25+_0_042.  |  21 _0_043. [43.50],822,5499,Qualification,316,Chloe,CAULIER,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
998,,,,,45.0,,15 _0_053.  |  21+_0_033. [45.21],823,5499,Qualification,530,Nolwenn,ARC,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
999,,,,,45.0,,15 _0_053.  |  21+_0_033. [45.21],824,5499,Qualification,4301,Michelle,HULLIGER,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1000,,,,,47.0,,26+_0_035.  |  20 _0_052. [45.62],825,5499,Qualification,895,Ilaria,SCOLARIS,,,ITA,13,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1001,,,,,48.0,,25 _0_046.  |  20+_0_045. [46.99],826,5499,Qualification,3354,Afra,HÖNIG,,,GER,6,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1002,,,,,49.0,,14+_0_057.  |  21+_0_033. [47.43],827,5499,Qualification,1139,Tjasa,KALAN,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1003,,,,,49.0,,14+_0_057.  |  21+_0_033. [47.43],828,5499,Qualification,1232,Hannah,SCHUBERT,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1004,,,,,51.0,,14 _0_064.  |  21+_0_033. [49.18],829,5499,Qualification,1164,Urska,REPUSIC,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1005,,,,,52.0,,23 _0_050.  |  20+_0_045. [49.23],830,5499,Qualification,2935,Rong,JIANG,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1006,,,,,53.0,,26+_0_035.  |  19 _0_066. [50.50],831,5499,Qualification,148,Luiza,EMELEVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1007,,,,,53.0,,26+_0_035.  |  19 _0_066. [50.50],832,5499,Qualification,860,Claudia,GHISOLFI,,,ITA,13,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1008,,,,,53.0,,26+_0_035.  |  19 _0_066. [50.50],833,5499,Qualification,4260,Sofya,YOKOYAMA,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1009,,,,,56.0,,15 _0_053.  |  20+_0_045. [51.15],834,5499,Qualification,977,Silvia,CASSOL,,,ITA,13,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1010,,,,,57.0,,25+_0_042.  |  19+_0_060. [52.14],835,5499,Qualification,3130,Katherine,CHOONG,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1011,,,,,58.0,,24 _0_049.  |  20 _0_052. [52.15],836,5499,Qualification,321,Celine,CUYPERS,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1012,,,,,59.0,,14 _0_064.  |  21 _0_043. [52.97],837,5499,Qualification,3209,Andrea,ROJAS,,,ECU,44,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1013,,,,,60.0,,16+_0_052.  |  20 _0_052. [53.72],838,5499,Qualification,1870,Sienna,KOPF,,,USA,20,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1014,,,,,61.0,,12+_0_076.  |  21+_0_033. [53.91],839,5499,Qualification,3064,Lisa-marie,KVANDAHL,,,NOR,39,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1015,,,,,62.0,,24+_0_047.  |  19+_0_060. [54.49],840,5499,Qualification,2970,Yiling,SONG,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1016,,,,,63.0,,15 _0_053.  |  20 _0_052. [55.00],841,5499,Qualification,3911,Alejandra,CONTRERAS,,,CHI,58,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1017,,,,,64.0,,14+_0_057.  |  20 _0_052. [57.71],842,5499,Qualification,2139,Hung Ying,LEE,,,TPE,22,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1018,,,,,65.0,,13+_0_066.  |  20+_0_045. [57.97],843,5499,Qualification,73,Anna,TSYGANOVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1019,,,,,65.0,,13+_0_066.  |  20+_0_045. [57.97],844,5499,Qualification,3996,Naama,YOHAI,,,ISR,60,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1020,,,,,67.0,,14+_0_057.  |  19+_0_060. [61.24],845,5499,Qualification,3986,Yael,TAUB,,,ISR,60,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1021,,,,,68.0,,14+_0_057.  |  19 _0_066. [63.87],846,5499,Qualification,479,Anouck,JAUBERT,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1022,,,,,69.0,,12+_0_076.  |  20 _0_052. [65.58],847,5499,Qualification,3269,Fitria,HARTANI,,,INA,45,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1023,,,,,70.0,,13+_0_066.  |  19+_0_060. [66.14],848,5499,Qualification,3426,Anne-sophie,KOLLER,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1024,,,,,70.0,,13+_0_066.  |  19+_0_060. [66.14],849,5499,Qualification,3198,Anouk,PIOLA,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1025,,,,,72.0,,14+_0_057.  |  14+_0_071. [66.41],850,5499,Qualification,118,Iuliia,PANTELEEVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1026,,,,,73.0,,13 _0_075.  |  19+_0_060. [68.47],851,5499,Qualification,11614,Bianca,DE MAGALHAES DE CASTRO,,,BRA,40,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1027,,,,,74.0,,13+_0_066.  |  14+_0_071. [71.73],852,5499,Qualification,2019,Romy,FUCHS,,,GER,6,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1028,,,,,74.0,,13+_0_066.  |  14+_0_071. [71.73],853,5499,Qualification,697,Joanna,NEAME,,,GBR,11,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1029,,,,,76.0,,13+_0_066.  |  10+_0_078. [74.13],854,5499,Qualification,810,Maria,BENACH ZUBERO,,,ESP,12,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1030,,,,,77.0,,12+_0_076.  |  14+_0_071. [75.47],855,5499,Qualification,2792,Hannah,HERMANN,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1031,,,,,78.0,,13+_0_066.  |  9+_0_081. [75.53],856,5499,Qualification,3880,Zoé,EGLI,,,SUI,8,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1032,,,,,79.0,,13+_0_066.  |  4+_0_085. [77.14],857,5499,Qualification,3290,Nurul,IQAMAH,,,INA,45,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1033,,,,,80.0,,12+_0_076.  |  12+_0_077. [77.25],858,5499,Qualification,2941,Di,NIU,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1034,,,,,81.0,,11+_0_080.  |  10+_0_078. [79.25],859,5499,Qualification,11526,Rachelle,DE CHARMOY,,,RSA,14,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1035,,,,,82.0,,11 _0_081.  |  10 _0_080. [80.99],860,5499,Qualification,2490,Roxy,PERRY,,,AUS,28,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1036,,,,,83.0,,11 _0_081.  |  9+_0_081. [81.75],861,5499,Qualification,4997,Amanda,SPEED,,,NZL,53,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1037,,,,,84.0,,11 _0_081.  |  5 _0_084. [82.99],862,5499,Qualification,3759,Sarah,TETZLAFF,,,NZL,53,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1038,,,,,85.0,,10 _0_084.  |  7 _0_083. [83.50],863,5499,Qualification,3337,Aries,SUSANTI RAHAYU,,,INA,45,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1039,,,,,86.0,,8 _0_085.  |  4 _0_086. [85.50],864,5499,Qualification,11616,Jennifer Marie,DE LA TORRE ,,,MEX,69,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",,,,,,,
1040,,,,,1.0,,Top_0_01.  |  Top_0_01. [3.16],865,5988,Qualification,1147,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1041,,,,,1.0,,Top,866,5989,Semi-Final,1147,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1042,,,,,1.0,,42+,867,5990,Final,1147,Janja,GARNBRET,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1043,,,,,2.0,,Top_0_01.  |  Top_0_01. [3.16],868,5988,Qualification,315,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1044,,,,,2.0,,Top,869,5989,Semi-Final,315,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1045,,,,,2.0,,40+,870,5990,Final,315,Anak,VERHOEVEN,,,BEL,9,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1046,,,,,3.0,,Top_0_01.  |  Top_0_01. [3.16],871,5988,Qualification,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1047,,,,,3.0,,44+,872,5989,Semi-Final,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1048,,,,,3.0,,40+,873,5990,Final,2035,Jain,KIM,,,KOR,21,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1049,,,,,4.0,,Top_0_01.  |  Top_0_01. [3.16],874,5988,Qualification,2253,Akiyo,NOGUCHI,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1050,,,,,4.0,,38+,875,5989,Semi-Final,2253,Akiyo,NOGUCHI,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1051,,,,,4.0,,36+,876,5990,Final,2253,Akiyo,NOGUCHI,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1052,,,,,5.0,,34 _0_05.  |  Top_0_01. [4.47],877,5988,Qualification,1122,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1053,,,,,5.0,,44+,878,5989,Semi-Final,1122,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1054,,,,,5.0,,35+,879,5990,Final,1122,Mina,MARKOVIC,,,SLO,15,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1055,,,,,6.0,,28.5+_0_09.  |  40+_0_08. [9.25],880,5988,Qualification,466,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1056,,,,,6.0,,36+,881,5989,Semi-Final,466,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1057,,,,,6.0,,33+,882,5990,Final,466,Julia,CHANOURDIE,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1058,,,,,7.0,,27+_0_010.  |  Top_0_01. [6.78],883,5988,Qualification,467,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1059,,,,,7.0,,38+,884,5989,Semi-Final,467,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1060,,,,,7.0,,29+,885,5990,Final,467,Salomé,ROMAIN,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1061,,,,,8.0,,32 _0_06.  |  39+_0_012. [8.83],886,5988,Qualification,1226,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1062,,,,,8.0,,38,887,5989,Semi-Final,1226,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1063,,,,,8.0,,21+,888,5990,Final,1226,Jessica,PILZ,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1064,,,,,9.0,,20+_0_014.  |  40+_0_08. [12.33],889,5988,Qualification,1224,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1065,,,,,9.0,,36+,890,5989,Semi-Final,1224,Magdalena,RÖCK,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1066,,,,,10.0,,30+_0_07.  |  Top_0_01. [5.29],891,5988,Qualification,456,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1067,,,,,10.0,,34+,892,5989,Semi-Final,456,Mathilde,BECERRA,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1068,,,,,11.0,,20+_0_014.  |  40+_0_08. [12.33],893,5988,Qualification,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1069,,,,,11.0,,32+,894,5989,Semi-Final,2251,Yuka,KOBAYASHI,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1070,,,,,12.0,,27+_0_010.  |  40+_0_08. [10.45],895,5988,Qualification,2936,Lamu,RENQING,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1071,,,,,12.0,,31+,896,5989,Semi-Final,2936,Lamu,RENQING,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1072,,,,,13.0,,29+_0_08.  |  37+_0_015. [11.14],897,5988,Qualification,455,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1073,,,,,13.0,,31,898,5989,Semi-Final,455,Hélène,JANICOT,,,FRA,10,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1074,,,,,14.0,,27+_0_010.  |  39+_0_012. [12.23],899,5988,Qualification,2267,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1075,,,,,14.0,,31,900,5989,Semi-Final,2267,Risa,OTA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1076,,,,,15.0,,12+_0_021.  |  33 _0_018. [19.44],901,5988,Qualification,1222,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1077,,,,,15.0,,30,902,5989,Semi-Final,1222,Katharina,POSCH,,,AUT,16,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1078,,,,,16.0,,27+_0_010.  |  37+_0_015. [13.35],903,5988,Qualification,2270,Yuki,HIROSHIGE,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1079,,,,,16.0,,29+,904,5989,Semi-Final,2270,Yuki,HIROSHIGE,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1080,,,,,17.0,,10 _0_023.  |  39+_0_012. [17.29],905,5988,Qualification,3984,Netta,FREDMAN,,,ISR,60,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1081,,,,,17.0,,29+,906,5989,Semi-Final,3984,Netta,FREDMAN,,,ISR,60,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1082,,,,,18.0,,20+_0_014.  |  34+_0_017. [16.49],907,5988,Qualification,2304,Natsuko,SHIMIZU,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1083,,,,,18.0,,21+,908,5989,Semi-Final,2304,Natsuko,SHIMIZU,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1084,,,,,19.0,,20+_0_014.  |  23+_0_021. [18.55],909,5988,Qualification,860,Claudia,GHISOLFI,,,ITA,13,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1085,,,,,19.0,,21,910,5989,Semi-Final,860,Claudia,GHISOLFI,,,ITA,13,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1086,,,,,20.0,,12 _0_022.  |  32+_0_019. [20.71],911,5988,Qualification,2324,Kokoro,TAKATA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1087,,,,,20.0,,18+,912,5989,Semi-Final,2324,Kokoro,TAKATA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1088,,,,,21.0,,20+_0_014.  |  32+_0_019. [17.66],913,5988,Qualification,2302,Aya,KIKUZAWA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1089,,,,,21.0,,17+,914,5989,Semi-Final,2302,Aya,KIKUZAWA,,,JPN,25,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1090,,,,,22.0,,9+_0_024.  |  23+_0_021. [23.18],915,5988,Qualification,73,Anna,TSYGANOVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1091,,,,,22.0,,16+,916,5989,Semi-Final,73,Anna,TSYGANOVA,,,RUS,7,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1092,,,,,23.0,,19+_0_019.  |  23 _0_023. [21.18],917,5988,Qualification,2941,Di,NIU,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1093,,,,,23.0,,14+,918,5989,Semi-Final,2941,Di,NIU,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1094,,,,,24.0,,19+_0_019.  |  14+_0_025. [22.08],919,5988,Qualification,2957,Yuzhen,BAIMA,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
1095,,,,,24.0,,14+,920,5989,Semi-Final,2957,Yuzhen,BAIMA,,,CHN,37,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",,,,,,,
